profileID,respID,qID,altID,obsID,price,capacity,range,type,compatability
186,83,6,3,498,50,5,0.5,Ring,iOS
74,84,1,1,499,25,5,0.1,Ring,iOS
165,84,1,2,499,100,3,0.5,Implantable,Android
298,84,1,3,499,100,5,1,Ring,iOS
264,84,2,1,500,100,3,1,Card,iOS
246,84,2,2,500,50,1,1,Ring,iOS/Android
125,84,2,3,500,50,1,0.5,Implantable,Android
76,84,3,1,501,25,5,0.1,Card,iOS
276,84,3,2,501,100,3,1,Card,Android
283,84,3,3,501,50,3,1,Bracelet,iOS/Android
131,84,4,1,502,100,1,0.5,Bracelet,Android
60,84,4,2,502,100,3,0.1,Card,Android
249,84,4,3,502,100,1,1,Implantable,iOS/Android
136,84,5,1,503,25,1,0.5,Card,iOS/Android
127,84,5,2,503,50,1,0.5,Bracelet,Android
119,84,5,3,503,100,1,0.5,Bracelet,iOS
136,84,6,1,504,25,1,0.5,Card,iOS/Android
51,84,6,2,504,25,3,0.1,Bracelet,Android
48,84,6,3,504,100,3,0.1,Card,iOS
318,85,1,1,505,50,5,1,Ring,iOS/Android
92,85,1,2,505,50,5,0.1,Card,Android
315,85,1,3,505,25,5,1,Bracelet,iOS/Android
63,85,2,1,506,25,3,0.1,Bracelet,iOS/Android
249,85,2,2,506,100,1,1,Implantable,iOS/Android
34,85,2,3,506,100,1,0.1,Ring,iOS/Android
172,85,3,1,507,25,3,0.5,Card,iOS/Android
314,85,3,2,507,25,5,1,Ring,iOS/Android
28,85,3,3,507,25,1,0.1,Card,iOS/Android
124,85,4,1,508,25,1,0.5,Card,Android
265,85,4,2,508,25,3,1,Implantable,Android
54,85,4,3,508,50,3,0.1,Ring,Android
318,85,5,1,509,50,5,1,Ring,iOS/Android
111,85,5,2,509,25,1,0.5,Bracelet,iOS
126,85,5,3,509,50,1,0.5,Ring,Android
113,85,6,1,510,50,1,0.5,Implantable,iOS
48,85,6,2,510,100,3,0.1,Card,iOS
216,85,6,3,510,100,5,0.5,Card,iOS/Android
2,86,1,1,511,25,1,0.1,Ring,iOS
217,86,1,2,511,25,1,1,Implantable,iOS
13,86,1,3,511,25,1,0.1,Implantable,Android
168,86,2,1,512,100,3,0.5,Card,Android
163,86,2,2,512,50,3,0.5,Bracelet,Android
264,86,2,3,512,100,3,1,Card,iOS
289,86,3,1,513,25,5,1,Implantable,iOS
321,86,3,2,513,100,5,1,Implantable,iOS/Android
215,86,3,3,513,100,5,0.5,Bracelet,iOS/Android
127,86,4,1,514,50,1,0.5,Bracelet,Android
18,86,4,2,514,50,1,0.1,Ring,Android
290,86,4,3,514,25,5,1,Ring,iOS
323,86,5,1,515,100,5,1,Bracelet,iOS/Android
263,86,5,2,515,100,3,1,Bracelet,iOS
147,86,5,3,515,25,3,0.5,Bracelet,iOS
87,86,6,1,516,25,5,0.1,Bracelet,Android
208,86,6,2,516,25,5,0.5,Card,iOS/Android
173,86,6,3,516,50,3,0.5,Implantable,iOS/Android
127,87,1,1,517,50,1,0.5,Bracelet,Android
260,87,1,2,517,50,3,1,Card,iOS
100,87,1,3,517,25,5,0.1,Card,iOS/Android
299,87,2,1,518,100,5,1,Bracelet,iOS
274,87,2,2,518,100,3,1,Ring,Android
28,87,2,3,518,25,1,0.1,Card,iOS/Android
73,87,3,1,519,25,5,0.1,Implantable,iOS
256,87,3,2,519,25,3,1,Card,iOS
109,87,3,3,519,25,1,0.5,Implantable,iOS
104,87,4,1,520,50,5,0.1,Card,iOS/Android
94,87,4,2,520,100,5,0.1,Ring,Android
85,87,4,3,520,25,5,0.1,Implantable,Android
100,87,5,1,521,25,5,0.1,Card,iOS/Android
164,87,5,2,521,50,3,0.5,Card,Android
126,87,5,3,521,50,1,0.5,Ring,Android
163,87,6,1,522,50,3,0.5,Bracelet,Android
174,87,6,2,522,50,3,0.5,Ring,iOS/Android
156,87,6,3,522,100,3,0.5,Card,iOS
283,88,1,1,523,50,3,1,Bracelet,iOS/Android
246,88,1,2,523,50,1,1,Ring,iOS/Android
118,88,1,3,523,100,1,0.5,Ring,iOS
10,88,2,1,524,100,1,0.1,Ring,iOS
184,88,2,2,524,25,5,0.5,Card,iOS
242,88,2,3,524,25,1,1,Ring,iOS/Android
1,88,3,1,525,25,1,0.1,Implantable,iOS
266,88,3,2,525,25,3,1,Ring,Android
40,88,3,3,525,25,3,0.1,Card,iOS
86,88,4,1,526,25,5,0.1,Ring,Android
287,88,4,2,526,100,3,1,Bracelet,iOS/Android
48,88,4,3,526,100,3,0.1,Card,iOS
280,88,5,1,527,25,3,1,Card,iOS/Android
288,88,5,2,527,100,3,1,Card,iOS/Android
219,88,5,3,527,25,1,1,Bracelet,iOS
46,88,6,1,528,100,3,0.1,Ring,iOS
98,88,6,2,528,25,5,0.1,Ring,iOS/Android
267,88,6,3,528,25,3,1,Bracelet,Android
169,89,1,1,529,25,3,0.5,Implantable,iOS/Android
316,89,1,2,529,25,5,1,Card,iOS/Android
9,89,1,3,529,100,1,0.1,Implantable,iOS
129,89,2,1,530,100,1,0.5,Implantable,Android
150,89,2,2,530,50,3,0.5,Ring,iOS
170,89,2,3,530,25,3,0.5,Ring,iOS/Android
41,89,3,1,531,50,3,0.1,Implantable,iOS
121,89,3,2,531,25,1,0.5,Implantable,Android
5,89,3,3,531,50,1,0.1,Implantable,iOS
253,89,4,1,532,25,3,1,Implantable,iOS
49,89,4,2,532,25,3,0.1,Implantable,Android
320,89,4,3,532,50,5,1,Card,iOS/Android
289,89,5,1,533,25,5,1,Implantable,iOS
172,89,5,2,533,25,3,0.5,Card,iOS/Android
207,89,5,3,533,25,5,0.5,Bracelet,iOS/Android
289,89,6,1,534,25,5,1,Implantable,iOS
78,89,6,2,534,50,5,0.1,Ring,iOS
262,89,6,3,534,100,3,1,Ring,iOS
4,90,1,1,535,25,1,0.1,Card,iOS
89,90,1,2,535,50,5,0.1,Implantable,Android
211,90,1,3,535,50,5,0.5,Bracelet,iOS/Android
129,90,2,1,536,100,1,0.5,Implantable,Android
33,90,2,2,536,100,1,0.1,Implantable,iOS/Android
275,90,2,3,536,100,3,1,Bracelet,Android
96,90,3,1,537,100,5,0.1,Card,Android
167,90,3,2,537,100,3,0.5,Bracelet,Android
184,90,3,3,537,25,5,0.5,Card,iOS
297,90,4,1,538,100,5,1,Implantable,iOS
104,90,4,2,538,50,5,0.1,Card,iOS/Android
123,90,4,3,538,25,1,0.5,Bracelet,Android
177,90,5,1,539,100,3,0.5,Implantable,iOS/Android
262,90,5,2,539,100,3,1,Ring,iOS
117,90,5,3,539,100,1,0.5,Implantable,iOS
284,90,6,1,540,50,3,1,Card,iOS/Android
175,90,6,2,540,50,3,0.5,Bracelet,iOS/Android
184,90,6,3,540,25,5,0.5,Card,iOS
41,91,1,1,541,50,3,0.1,Implantable,iOS
288,91,1,2,541,100,3,1,Card,iOS/Android
318,91,1,3,541,50,5,1,Ring,iOS/Android
138,91,2,1,542,50,1,0.5,Ring,iOS/Android
189,91,2,2,542,100,5,0.5,Implantable,iOS
88,91,2,3,542,25,5,0.1,Card,Android
15,91,3,1,543,25,1,0.1,Bracelet,Android
39,91,3,2,543,25,3,0.1,Bracelet,iOS
195,91,3,3,543,25,5,0.5,Bracelet,Android
148,91,4,1,544,25,3,0.5,Card,iOS
130,91,4,2,544,100,1,0.5,Ring,Android
59,91,4,3,544,100,3,0.1,Bracelet,Android
255,91,5,1,545,25,3,1,Bracelet,iOS
141,91,5,2,545,100,1,0.5,Implantable,iOS/Android
317,91,5,3,545,50,5,1,Implantable,iOS/Android
227,91,6,1,546,100,1,1,Bracelet,iOS
51,91,6,2,546,25,3,0.1,Bracelet,Android
180,91,6,3,546,100,3,0.5,Card,iOS/Android
82,92,1,1,547,100,5,0.1,Ring,iOS
212,92,1,2,547,50,5,0.5,Card,iOS/Android
139,92,1,3,547,50,1,0.5,Bracelet,iOS/Android
279,92,2,1,548,25,3,1,Bracelet,iOS/Android
118,92,2,2,548,100,1,0.5,Ring,iOS
211,92,2,3,548,50,5,0.5,Bracelet,iOS/Android
156,92,3,1,549,100,3,0.5,Card,iOS
295,92,3,2,549,50,5,1,Bracelet,iOS
4,92,3,3,549,25,1,0.1,Card,iOS
113,92,4,1,550,50,1,0.5,Implantable,iOS
98,92,4,2,550,25,5,0.1,Ring,iOS/Android
322,92,4,3,550,100,5,1,Ring,iOS/Android
274,92,5,1,551,100,3,1,Ring,Android
60,92,5,2,551,100,3,0.1,Card,Android
248,92,5,3,551,50,1,1,Card,iOS/Android
228,92,6,1,552,100,1,1,Card,iOS
204,92,6,2,552,100,5,0.5,Card,Android
322,92,6,3,552,100,5,1,Ring,iOS/Android
94,93,1,1,553,100,5,0.1,Ring,Android
155,93,1,2,553,100,3,0.5,Bracelet,iOS
64,93,1,3,553,25,3,0.1,Card,iOS/Android
54,93,2,1,554,50,3,0.1,Ring,Android
33,93,2,2,554,100,1,0.1,Implantable,iOS/Android
72,93,2,3,554,100,3,0.1,Card,iOS/Android
255,93,3,1,555,25,3,1,Bracelet,iOS
261,93,3,2,555,100,3,1,Implantable,iOS
230,93,3,3,555,25,1,1,Ring,Android
53,93,4,1,556,50,3,0.1,Implantable,Android
103,93,4,2,556,50,5,0.1,Bracelet,iOS/Android
307,93,4,3,556,50,5,1,Bracelet,Android
237,93,5,1,557,100,1,1,Implantable,Android
209,93,5,2,557,50,5,0.5,Implantable,iOS/Android
222,93,5,3,557,50,1,1,Ring,iOS
257,93,6,1,558,50,3,1,Implantable,iOS
217,93,6,2,558,25,1,1,Implantable,iOS
76,93,6,3,558,25,5,0.1,Card,iOS
148,94,1,1,559,25,3,0.5,Card,iOS
107,94,1,2,559,100,5,0.1,Bracelet,iOS/Android
45,94,1,3,559,100,3,0.1,Implantable,iOS
218,94,2,1,560,25,1,1,Ring,iOS
258,94,2,2,560,50,3,1,Ring,iOS
305,94,2,3,560,50,5,1,Implantable,Android
287,94,3,1,561,100,3,1,Bracelet,iOS/Android
105,94,3,2,561,100,5,0.1,Implantable,iOS/Android
170,94,3,3,561,25,3,0.5,Ring,iOS/Android
296,94,4,1,562,50,5,1,Card,iOS
115,94,4,2,562,50,1,0.5,Bracelet,iOS
204,94,4,3,562,100,5,0.5,Card,Android
321,94,5,1,563,100,5,1,Implantable,iOS/Android
245,94,5,2,563,50,1,1,Implantable,iOS/Android
112,94,5,3,563,25,1,0.5,Card,iOS
199,94,6,1,564,50,5,0.5,Bracelet,Android
232,94,6,2,564,25,1,1,Card,Android
226,94,6,3,564,100,1,1,Ring,iOS
130,95,1,1,565,100,1,0.5,Ring,Android
97,95,1,2,565,25,5,0.1,Implantable,iOS/Android
192,95,1,3,565,100,5,0.5,Card,iOS
240,95,2,1,566,100,1,1,Card,Android
12,95,2,2,566,100,1,0.1,Card,iOS
209,95,2,3,566,50,5,0.5,Implantable,iOS/Android
164,95,3,1,567,50,3,0.5,Card,Android
24,95,3,2,567,100,1,0.1,Card,Android
254,95,3,3,567,25,3,1,Ring,iOS
210,95,4,1,568,50,5,0.5,Ring,iOS/Android
179,95,4,2,568,100,3,0.5,Bracelet,iOS/Android
207,95,4,3,568,25,5,0.5,Bracelet,iOS/Android
319,95,5,1,569,50,5,1,Bracelet,iOS/Android
323,95,5,2,569,100,5,1,Bracelet,iOS/Android
193,95,5,3,569,25,5,0.5,Implantable,Android
78,95,6,1,570,50,5,0.1,Ring,iOS
314,95,6,2,570,25,5,1,Ring,iOS/Android
281,95,6,3,570,50,3,1,Implantable,iOS/Android
169,96,1,1,571,25,3,0.5,Implantable,iOS/Android
181,96,1,2,571,25,5,0.5,Implantable,iOS
2,96,1,3,571,25,1,0.1,Ring,iOS
160,96,2,1,572,25,3,0.5,Card,Android
154,96,2,2,572,100,3,0.5,Ring,iOS
127,96,2,3,572,50,1,0.5,Bracelet,Android
78,96,3,1,573,50,5,0.1,Ring,iOS
82,96,3,2,573,100,5,0.1,Ring,iOS
2,96,3,3,573,25,1,0.1,Ring,iOS
153,96,4,1,574,100,3,0.5,Implantable,iOS
202,96,4,2,574,100,5,0.5,Ring,Android
67,96,4,3,574,50,3,0.1,Bracelet,iOS/Android
181,96,5,1,575,25,5,0.5,Implantable,iOS
89,96,5,2,575,50,5,0.1,Implantable,Android
27,96,5,3,575,25,1,0.1,Bracelet,iOS/Android
237,96,6,1,576,100,1,1,Implantable,Android
273,96,6,2,576,100,3,1,Implantable,Android
13,96,6,3,576,25,1,0.1,Implantable,Android
278,97,1,1,577,25,3,1,Ring,iOS/Android
173,97,1,2,577,50,3,0.5,Implantable,iOS/Android
248,97,1,3,577,50,1,1,Card,iOS/Android
256,97,2,1,578,25,3,1,Card,iOS
67,97,2,2,578,50,3,0.1,Bracelet,iOS/Android
99,97,2,3,578,25,5,0.1,Bracelet,iOS/Android
258,97,3,1,579,50,3,1,Ring,iOS
293,97,3,2,579,50,5,1,Implantable,iOS
91,97,3,3,579,50,5,0.1,Bracelet,Android
70,97,4,1,580,100,3,0.1,Ring,iOS/Android
187,97,4,2,580,50,5,0.5,Bracelet,iOS
163,97,4,3,580,50,3,0.5,Bracelet,Android
290,97,5,1,581,25,5,1,Ring,iOS
7,97,5,2,581,50,1,0.1,Bracelet,iOS
105,97,5,3,581,100,5,0.1,Implantable,iOS/Android
117,97,6,1,582,100,1,0.5,Implantable,iOS
215,97,6,2,582,100,5,0.5,Bracelet,iOS/Android
241,97,6,3,582,25,1,1,Implantable,iOS/Android
51,98,1,1,583,25,3,0.1,Bracelet,Android
50,98,1,2,583,25,3,0.1,Ring,Android
20,98,1,3,583,50,1,0.1,Card,Android
9,98,2,1,584,100,1,0.1,Implantable,iOS
19,98,2,2,584,50,1,0.1,Bracelet,Android
250,98,2,3,584,100,1,1,Ring,iOS/Android
57,98,3,1,585,100,3,0.1,Implantable,Android
208,98,3,2,585,25,5,0.5,Card,iOS/Android
134,98,3,3,585,25,1,0.5,Ring,iOS/Android
201,98,4,1,586,100,5,0.5,Implantable,Android
179,98,4,2,586,100,3,0.5,Bracelet,iOS/Android
136,98,4,3,586,25,1,0.5,Card,iOS/Android
14,98,5,1,587,25,1,0.1,Ring,Android
193,98,5,2,587,25,5,0.5,Implantable,Android
189,98,5,3,587,100,5,0.5,Implantable,iOS
174,98,6,1,588,50,3,0.5,Ring,iOS/Android
105,98,6,2,588,100,5,0.1,Implantable,iOS/Android
12,98,6,3,588,100,1,0.1,Card,iOS
241,99,1,1,589,25,1,1,Implantable,iOS/Android
67,99,1,2,589,50,3,0.1,Bracelet,iOS/Android
76,99,1,3,589,25,5,0.1,Card,iOS
267,99,2,1,590,25,3,1,Bracelet,Android
201,99,2,2,590,100,5,0.5,Implantable,Android
37,99,2,3,590,25,3,0.1,Implantable,iOS
3,99,3,1,591,25,1,0.1,Bracelet,iOS
43,99,3,2,591,50,3,0.1,Bracelet,iOS
111,99,3,3,591,25,1,0.5,Bracelet,iOS
262,99,4,1,592,100,3,1,Ring,iOS
25,99,4,2,592,25,1,0.1,Implantable,iOS/Android
297,99,4,3,592,100,5,1,Implantable,iOS
14,99,5,1,593,25,1,0.1,Ring,Android
175,99,5,2,593,50,3,0.5,Bracelet,iOS/Android
104,99,5,3,593,50,5,0.1,Card,iOS/Android
202,99,6,1,594,100,5,0.5,Ring,Android
75,99,6,2,594,25,5,0.1,Bracelet,iOS
134,99,6,3,594,25,1,0.5,Ring,iOS/Android
233,100,1,1,595,50,1,1,Implantable,Android
288,100,1,2,595,100,3,1,Card,iOS/Android
139,100,1,3,595,50,1,0.5,Bracelet,iOS/Android
172,100,2,1,596,25,3,0.5,Card,iOS/Android
132,100,2,2,596,100,1,0.5,Card,Android
156,100,2,3,596,100,3,0.5,Card,iOS
251,100,3,1,597,100,1,1,Bracelet,iOS/Android
58,100,3,2,597,100,3,0.1,Ring,Android
48,100,3,3,597,100,3,0.1,Card,iOS
284,100,4,1,598,50,3,1,Card,iOS/Android
253,100,4,2,598,25,3,1,Implantable,iOS
88,100,4,3,598,25,5,0.1,Card,Android
136,100,5,1,599,25,1,0.5,Card,iOS/Android
144,100,5,2,599,100,1,0.5,Card,iOS/Android
98,100,5,3,599,25,5,0.1,Ring,iOS/Android
296,100,6,1,600,50,5,1,Card,iOS
193,100,6,2,600,25,5,0.5,Implantable,Android
218,100,6,3,600,25,1,1,Ring,iOS
320,101,1,1,601,50,5,1,Card,iOS/Android
277,101,1,2,601,25,3,1,Implantable,iOS/Android
23,101,1,3,601,100,1,0.1,Bracelet,Android
308,101,2,1,602,50,5,1,Card,Android
227,101,2,2,602,100,1,1,Bracelet,iOS
63,101,2,3,602,25,3,0.1,Bracelet,iOS/Android
285,101,3,1,603,100,3,1,Implantable,iOS/Android
161,101,3,2,603,50,3,0.5,Implantable,Android
194,101,3,3,603,25,5,0.5,Ring,Android
4,101,4,1,604,25,1,0.1,Card,iOS
207,101,4,2,604,25,5,0.5,Bracelet,iOS/Android
230,101,4,3,604,25,1,1,Ring,Android
5,101,5,1,605,50,1,0.1,Implantable,iOS
28,101,5,2,605,25,1,0.1,Card,iOS/Android
90,101,5,3,605,50,5,0.1,Ring,Android
74,101,6,1,606,25,5,0.1,Ring,iOS
152,101,6,2,606,50,3,0.5,Card,iOS
301,101,6,3,606,25,5,1,Implantable,Android
266,102,1,1,607,25,3,1,Ring,Android
301,102,1,2,607,25,5,1,Implantable,Android
316,102,1,3,607,25,5,1,Card,iOS/Android
29,102,2,1,608,50,1,0.1,Implantable,iOS/Android
66,102,2,2,608,50,3,0.1,Ring,iOS/Android
73,102,2,3,608,25,5,0.1,Implantable,iOS
239,102,3,1,609,100,1,1,Bracelet,Android
8,102,3,2,609,50,1,0.1,Card,iOS
135,102,3,3,609,25,1,0.5,Bracelet,iOS/Android
64,102,4,1,610,25,3,0.1,Card,iOS/Android
267,102,4,2,610,25,3,1,Bracelet,Android
247,102,4,3,610,50,1,1,Bracelet,iOS/Android
156,102,5,1,611,100,3,0.5,Card,iOS
107,102,5,2,611,100,5,0.1,Bracelet,iOS/Android
265,102,5,3,611,25,3,1,Implantable,Android
307,102,6,1,612,50,5,1,Bracelet,Android
271,102,6,2,612,50,3,1,Bracelet,Android
50,102,6,3,612,25,3,0.1,Ring,Android
174,103,1,1,613,50,3,0.5,Ring,iOS/Android
24,103,1,2,613,100,1,0.1,Card,Android
203,103,1,3,613,100,5,0.5,Bracelet,Android
92,103,2,1,614,50,5,0.1,Card,Android
212,103,2,2,614,50,5,0.5,Card,iOS/Android
291,103,2,3,614,25,5,1,Bracelet,iOS
104,103,3,1,615,50,5,0.1,Card,iOS/Android
89,103,3,2,615,50,5,0.1,Implantable,Android
240,103,3,3,615,100,1,1,Card,Android
66,103,4,1,616,50,3,0.1,Ring,iOS/Android
22,103,4,2,616,100,1,0.1,Ring,Android
195,103,4,3,616,25,5,0.5,Bracelet,Android
8,103,5,1,617,50,1,0.1,Card,iOS
165,103,5,2,617,100,3,0.5,Implantable,Android
90,103,5,3,617,50,5,0.1,Ring,Android
230,103,6,1,618,25,1,1,Ring,Android
171,103,6,2,618,25,3,0.5,Bracelet,iOS/Android
61,103,6,3,618,25,3,0.1,Implantable,iOS/Android
300,104,1,1,619,100,5,1,Card,iOS
80,104,1,2,619,50,5,0.1,Card,iOS
219,104,1,3,619,25,1,1,Bracelet,iOS
170,104,2,1,620,25,3,0.5,Ring,iOS/Android
97,104,2,2,620,25,5,0.1,Implantable,iOS/Android
109,104,2,3,620,25,1,0.5,Implantable,iOS
307,104,3,1,621,50,5,1,Bracelet,Android
236,104,3,2,621,50,1,1,Card,Android
309,104,3,3,621,100,5,1,Implantable,Android
153,104,4,1,622,100,3,0.5,Implantable,iOS
201,104,4,2,622,100,5,0.5,Implantable,Android
200,104,4,3,622,50,5,0.5,Card,Android
216,104,5,1,623,100,5,0.5,Card,iOS/Android
124,104,5,2,623,25,1,0.5,Card,Android
270,104,5,3,623,50,3,1,Ring,Android
115,104,6,1,624,50,1,0.5,Bracelet,iOS
263,104,6,2,624,100,3,1,Bracelet,iOS
70,104,6,3,624,100,3,0.1,Ring,iOS/Android
81,105,1,1,625,100,5,0.1,Implantable,iOS
236,105,1,2,625,50,1,1,Card,Android
135,105,1,3,625,25,1,0.5,Bracelet,iOS/Android
96,105,2,1,626,100,5,0.1,Card,Android
20,105,2,2,626,50,1,0.1,Card,Android
146,105,2,3,626,25,3,0.5,Ring,iOS
309,105,3,1,627,100,5,1,Implantable,Android
279,105,3,2,627,25,3,1,Bracelet,iOS/Android
216,105,3,3,627,100,5,0.5,Card,iOS/Android
219,105,4,1,628,25,1,1,Bracelet,iOS
93,105,4,2,628,100,5,0.1,Implantable,Android
292,105,4,3,628,25,5,1,Card,iOS
204,105,5,1,629,100,5,0.5,Card,Android
222,105,5,2,629,50,1,1,Ring,iOS
173,105,5,3,629,50,3,0.5,Implantable,iOS/Android
284,105,6,1,630,50,3,1,Card,iOS/Android
285,105,6,2,630,100,3,1,Implantable,iOS/Android
227,105,6,3,630,100,1,1,Bracelet,iOS
324,106,1,1,631,100,5,1,Card,iOS/Android
7,106,1,2,631,50,1,0.1,Bracelet,iOS
91,106,1,3,631,50,5,0.1,Bracelet,Android
153,106,2,1,632,100,3,0.5,Implantable,iOS
128,106,2,2,632,50,1,0.5,Card,Android
38,106,2,3,632,25,3,0.1,Ring,iOS
183,106,3,1,633,25,5,0.5,Bracelet,iOS
287,106,3,2,633,100,3,1,Bracelet,iOS/Android
15,106,3,3,633,25,1,0.1,Bracelet,Android
277,106,4,1,634,25,3,1,Implantable,iOS/Android
221,106,4,2,634,50,1,1,Implantable,iOS
40,106,4,3,634,25,3,0.1,Card,iOS
139,106,5,1,635,50,1,0.5,Bracelet,iOS/Android
220,106,5,2,635,25,1,1,Card,iOS
256,106,5,3,635,25,3,1,Card,iOS
139,106,6,1,636,50,1,0.5,Bracelet,iOS/Android
108,106,6,2,636,100,5,0.1,Card,iOS/Android
125,106,6,3,636,50,1,0.5,Implantable,Android
313,107,1,1,637,25,5,1,Implantable,iOS/Android
31,107,1,2,637,50,1,0.1,Bracelet,iOS/Android
56,107,1,3,637,50,3,0.1,Card,Android
127,107,2,1,638,50,1,0.5,Bracelet,Android
236,107,2,2,638,50,1,1,Card,Android
164,107,2,3,638,50,3,0.5,Card,Android
59,107,3,1,639,100,3,0.1,Bracelet,Android
319,107,3,2,639,50,5,1,Bracelet,iOS/Android
144,107,3,3,639,100,1,0.5,Card,iOS/Android
206,107,4,1,640,25,5,0.5,Ring,iOS/Android
265,107,4,2,640,25,3,1,Implantable,Android
298,107,4,3,640,100,5,1,Ring,iOS
180,107,5,1,641,100,3,0.5,Card,iOS/Android
79,107,5,2,641,50,5,0.1,Bracelet,iOS
132,107,5,3,641,100,1,0.5,Card,Android
140,107,6,1,642,50,1,0.5,Card,iOS/Android
256,107,6,2,642,25,3,1,Card,iOS
237,107,6,3,642,100,1,1,Implantable,Android
160,108,1,1,643,25,3,0.5,Card,Android
226,108,1,2,643,100,1,1,Ring,iOS
279,108,1,3,643,25,3,1,Bracelet,iOS/Android
14,108,2,1,644,25,1,0.1,Ring,Android
199,108,2,2,644,50,5,0.5,Bracelet,Android
54,108,2,3,644,50,3,0.1,Ring,Android
131,108,3,1,645,100,1,0.5,Bracelet,Android
165,108,3,2,645,100,3,0.5,Implantable,Android
49,108,3,3,645,25,3,0.1,Implantable,Android
77,108,4,1,646,50,5,0.1,Implantable,iOS
48,108,4,2,646,100,3,0.1,Card,iOS
24,108,4,3,646,100,1,0.1,Card,Android
297,108,5,1,647,100,5,1,Implantable,iOS
130,108,5,2,647,100,1,0.5,Ring,Android
107,108,5,3,647,100,5,0.1,Bracelet,iOS/Android
317,108,6,1,648,50,5,1,Implantable,iOS/Android
131,108,6,2,648,100,1,0.5,Bracelet,Android
234,108,6,3,648,50,1,1,Ring,Android
171,109,1,1,649,25,3,0.5,Bracelet,iOS/Android
178,109,1,2,649,100,3,0.5,Ring,iOS/Android
50,109,1,3,649,25,3,0.1,Ring,Android
93,109,2,1,650,100,5,0.1,Implantable,Android
303,109,2,2,650,25,5,1,Bracelet,Android
162,109,2,3,650,50,3,0.5,Ring,Android
285,109,3,1,651,100,3,1,Implantable,iOS/Android
135,109,3,2,651,25,1,0.5,Bracelet,iOS/Android
99,109,3,3,651,25,5,0.1,Bracelet,iOS/Android
161,109,4,1,652,50,3,0.5,Implantable,Android
12,109,4,2,652,100,1,0.1,Card,iOS
93,109,4,3,652,100,5,0.1,Implantable,Android
79,109,5,1,653,50,5,0.1,Bracelet,iOS
121,109,5,2,653,25,1,0.5,Implantable,Android
298,109,5,3,653,100,5,1,Ring,iOS
218,109,6,1,654,25,1,1,Ring,iOS
102,109,6,2,654,50,5,0.1,Ring,iOS/Android
57,109,6,3,654,100,3,0.1,Implantable,Android
102,110,1,1,655,50,5,0.1,Ring,iOS/Android
318,110,1,2,655,50,5,1,Ring,iOS/Android
266,110,1,3,655,25,3,1,Ring,Android
6,110,2,1,656,50,1,0.1,Ring,iOS
153,110,2,2,656,100,3,0.5,Implantable,iOS
42,110,2,3,656,50,3,0.1,Ring,iOS
134,110,3,1,657,25,1,0.5,Ring,iOS/Android
108,110,3,2,657,100,5,0.1,Card,iOS/Android
195,110,3,3,657,25,5,0.5,Bracelet,Android
116,110,4,1,658,50,1,0.5,Card,iOS
25,110,4,2,658,25,1,0.1,Implantable,iOS/Android
251,110,4,3,658,100,1,1,Bracelet,iOS/Android
179,110,5,1,659,100,3,0.5,Bracelet,iOS/Android
242,110,5,2,659,25,1,1,Ring,iOS/Android
40,110,5,3,659,25,3,0.1,Card,iOS
33,110,6,1,660,100,1,0.1,Implantable,iOS/Android
20,110,6,2,660,50,1,0.1,Card,Android
201,110,6,3,660,100,5,0.5,Implantable,Android
240,111,1,1,661,100,1,1,Card,Android
176,111,1,2,661,50,3,0.5,Card,iOS/Android
101,111,1,3,661,50,5,0.1,Implantable,iOS/Android
1,111,2,1,662,25,1,0.1,Implantable,iOS
95,111,2,2,662,100,5,0.1,Bracelet,Android
39,111,2,3,662,25,3,0.1,Bracelet,iOS
253,111,3,1,663,25,3,1,Implantable,iOS
70,111,3,2,663,100,3,0.1,Ring,iOS/Android
317,111,3,3,663,50,5,1,Implantable,iOS/Android
189,111,4,1,664,100,5,0.5,Implantable,iOS
207,111,4,2,664,25,5,0.5,Bracelet,iOS/Android
211,111,4,3,664,50,5,0.5,Bracelet,iOS/Android
88,111,5,1,665,25,5,0.1,Card,Android
124,111,5,2,665,25,1,0.5,Card,Android
291,111,5,3,665,25,5,1,Bracelet,iOS
169,111,6,1,666,25,3,0.5,Implantable,iOS/Android
303,111,6,2,666,25,5,1,Bracelet,Android
3,111,6,3,666,25,1,0.1,Bracelet,iOS
37,112,1,1,667,25,3,0.1,Implantable,iOS
77,112,1,2,667,50,5,0.1,Implantable,iOS
137,112,1,3,667,50,1,0.5,Implantable,iOS/Android
59,112,2,1,668,100,3,0.1,Bracelet,Android
106,112,2,2,668,100,5,0.1,Ring,iOS/Android
172,112,2,3,668,25,3,0.5,Card,iOS/Android
65,112,3,1,669,50,3,0.1,Implantable,iOS/Android
223,112,3,2,669,50,1,1,Bracelet,iOS
322,112,3,3,669,100,5,1,Ring,iOS/Android
178,112,4,1,670,100,3,0.5,Ring,iOS/Android
56,112,4,2,670,50,3,0.1,Card,Android
111,112,4,3,670,25,1,0.5,Bracelet,iOS
244,112,5,1,671,25,1,1,Card,iOS/Android
68,112,5,2,671,50,3,0.1,Card,iOS/Android
103,112,5,3,671,50,5,0.1,Bracelet,iOS/Android
287,112,6,1,672,100,3,1,Bracelet,iOS/Android
232,112,6,2,672,25,1,1,Card,Android
206,112,6,3,672,25,5,0.5,Ring,iOS/Android
147,113,1,1,673,25,3,0.5,Bracelet,iOS
