"","profileID","respID","qID","altID","obsID","categoryRing","categoryBracelet","categoryCard","price","compatibilityAndroid","compatibilityBoth","capacity","range","choice"
"1679",300,94,2,2,560,0,0,1,100,0,0,5,5,0
"1680",151,94,2,3,560,0,1,0,50,0,0,3,3,0
"1681",185,94,3,1,561,0,0,0,50,0,0,5,3,0
"1682",317,94,3,2,561,0,0,0,50,0,1,5,5,0
"1683",145,94,3,3,561,0,0,0,25,0,0,3,3,1
"1684",121,94,4,1,562,0,0,0,25,1,0,1,3,1
"1685",228,94,4,2,562,0,0,1,100,0,0,1,5,0
"1686",165,94,4,3,562,0,0,0,100,1,0,3,3,0
"1687",131,94,5,1,563,0,1,0,100,1,0,1,3,0
"1688",192,94,5,2,563,0,0,1,100,0,0,5,3,0
"1689",41,94,5,3,563,0,0,0,50,0,0,3,1,1
"1690",84,94,6,1,564,0,0,1,100,0,0,5,1,0
"1691",124,94,6,2,564,0,0,1,25,1,0,1,3,0
"1692",192,94,6,3,564,0,0,1,100,0,0,5,3,1
"1693",39,95,1,1,565,0,1,0,25,0,0,3,1,1
"1694",315,95,1,2,565,0,1,0,25,0,1,5,5,0
"1695",17,95,1,3,565,0,0,0,50,1,0,1,1,0
"1696",281,95,2,1,566,0,0,0,50,0,1,3,5,0
"1697",200,95,2,2,566,0,0,1,50,1,0,5,3,1
"1698",224,95,2,3,566,0,0,1,50,0,0,1,5,0
"1699",4,95,3,1,567,0,0,1,25,0,0,1,1,0
"1700",80,95,3,2,567,0,0,1,50,0,0,5,1,0
"1701",150,95,3,3,567,1,0,0,50,0,0,3,3,1
"1702",5,95,4,1,568,0,0,0,50,0,0,1,1,1
"1703",81,95,4,2,568,0,0,0,100,0,0,5,1,0
"1704",238,95,4,3,568,1,0,0,100,1,0,1,5,0
"1705",190,95,5,1,569,1,0,0,100,0,0,5,3,0
"1706",294,95,5,2,569,1,0,0,50,0,0,5,5,0
"1707",194,95,5,3,569,1,0,0,25,1,0,5,3,1
"1708",5,95,6,1,570,0,0,0,50,0,0,1,1,0
"1709",296,95,6,2,570,0,0,1,50,0,0,5,5,0
"1710",126,95,6,3,570,1,0,0,50,1,0,1,3,1
"1711",254,96,1,1,571,1,0,0,25,0,0,3,5,1
"1712",34,96,1,2,571,1,0,0,100,0,1,1,1,0
"1713",75,96,1,3,571,0,1,0,25,0,0,5,1,0
"1714",123,96,2,1,572,0,1,0,25,1,0,1,3,0
"1715",166,96,2,2,572,1,0,0,100,1,0,3,3,1
"1716",212,96,2,3,572,0,0,1,50,0,1,5,3,0
"1717",126,96,3,1,573,1,0,0,50,1,0,1,3,0
"1718",245,96,3,2,573,0,0,0,50,0,1,1,5,1
"1719",21,96,3,3,573,0,0,0,100,1,0,1,1,0
"1720",307,96,4,1,574,0,1,0,50,1,0,5,5,1
"1721",26,96,4,2,574,1,0,0,25,0,1,1,1,0
"1722",81,96,4,3,574,0,0,0,100,0,0,5,1,0
"1723",275,96,5,1,575,0,1,0,100,1,0,3,5,0
"1724",2,96,5,2,575,1,0,0,25,0,0,1,1,0
"1725",250,96,5,3,575,1,0,0,100,0,1,1,5,1
"1726",57,96,6,1,576,0,0,0,100,1,0,3,1,1
"1727",82,96,6,2,576,1,0,0,100,0,0,5,1,0
"1728",69,96,6,3,576,0,0,0,100,0,1,3,1,0
"1729",206,97,1,1,577,1,0,0,25,0,1,5,3,0
"1730",198,97,1,2,577,1,0,0,50,1,0,5,3,1
"1731",42,97,1,3,577,1,0,0,50,0,0,3,1,0
"1732",206,97,2,1,578,1,0,0,25,0,1,5,3,1
"1733",11,97,2,2,578,0,1,0,100,0,0,1,1,0
"1734",300,97,2,3,578,0,0,1,100,0,0,5,5,0
"1735",77,97,3,1,579,0,0,0,50,0,0,5,1,1
"1736",219,97,3,2,579,0,1,0,25,0,0,1,5,0
"1737",25,97,3,3,579,0,0,0,25,0,1,1,1,0
"1738",222,97,4,1,580,1,0,0,50,0,0,1,5,1
"1739",233,97,4,2,580,0,0,0,50,1,0,1,5,0
"1740",223,97,4,3,580,0,1,0,50,0,0,1,5,0
"1741",205,97,5,1,581,0,0,0,25,0,1,5,3,1
"1742",323,97,5,2,581,0,1,0,100,0,1,5,5,0
"1743",272,97,5,3,581,0,0,1,50,1,0,3,5,0
"1744",119,97,6,1,582,0,1,0,100,0,0,1,3,1
"1745",202,97,6,2,582,1,0,0,100,1,0,5,3,0
"1746",173,97,6,3,582,0,0,0,50,0,1,3,3,0
"1747",180,98,1,1,583,0,0,1,100,0,1,3,3,0
"1748",268,98,1,2,583,0,0,1,25,1,0,3,5,1
"1749",324,98,1,3,583,0,0,1,100,0,1,5,5,0
"1750",41,98,2,1,584,0,0,0,50,0,0,3,1,0
"1751",69,98,2,2,584,0,0,0,100,0,1,3,1,0
"1752",42,98,2,3,584,1,0,0,50,0,0,3,1,1
"1753",185,98,3,1,585,0,0,0,50,0,0,5,3,0
"1754",32,98,3,2,585,0,0,1,50,0,1,1,1,1
"1755",224,98,3,3,585,0,0,1,50,0,0,1,5,0
"1756",102,98,4,1,586,1,0,0,50,0,1,5,1,0
"1757",299,98,4,2,586,0,1,0,100,0,0,5,5,0
"1758",255,98,4,3,586,0,1,0,25,0,0,3,5,1
"1759",276,98,5,1,587,0,0,1,100,1,0,3,5,0
"1760",21,98,5,2,587,0,0,0,100,1,0,1,1,0
"1761",144,98,5,3,587,0,0,1,100,0,1,1,3,1
"1762",282,98,6,1,588,1,0,0,50,0,1,3,5,0
"1763",173,98,6,2,588,0,0,0,50,0,1,3,3,1
"1764",247,98,6,3,588,0,1,0,50,0,1,1,5,0
"1765",123,99,1,1,589,0,1,0,25,1,0,1,3,0
"1766",60,99,1,2,589,0,0,1,100,1,0,3,1,1
"1767",109,99,1,3,589,0,0,0,25,0,0,1,3,0
"1768",85,99,2,1,590,0,0,0,25,1,0,5,1,1
"1769",278,99,2,2,590,1,0,0,25,0,1,3,5,0
"1770",197,99,2,3,590,0,0,0,50,1,0,5,3,0
"1771",142,99,3,1,591,1,0,0,100,0,1,1,3,1
"1772",38,99,3,2,591,1,0,0,25,0,0,3,1,0
"1773",199,99,3,3,591,0,1,0,50,1,0,5,3,0
"1774",308,99,4,1,592,0,0,1,50,1,0,5,5,1
"1775",46,99,4,2,592,1,0,0,100,0,0,3,1,0
"1776",252,99,4,3,592,0,0,1,100,0,1,1,5,0
"1777",225,99,5,1,593,0,0,0,100,0,0,1,5,0
"1778",247,99,5,2,593,0,1,0,50,0,1,1,5,0
"1779",235,99,5,3,593,0,1,0,50,1,0,1,5,1
"1780",81,99,6,1,594,0,0,0,100,0,0,5,1,1
"1781",306,99,6,2,594,1,0,0,50,1,0,5,5,0
"1782",299,99,6,3,594,0,1,0,100,0,0,5,5,0
"1783",237,100,1,1,595,0,0,0,100,1,0,1,5,1
"1784",84,100,1,2,595,0,0,1,100,0,0,5,1,0
"1785",266,100,1,3,595,1,0,0,25,1,0,3,5,0
"1786",101,100,2,1,596,0,0,0,50,0,1,5,1,0
"1787",37,100,2,2,596,0,0,0,25,0,0,3,1,1
"1788",10,100,2,3,596,1,0,0,100,0,0,1,1,0
"1789",207,100,3,1,597,0,1,0,25,0,1,5,3,0
"1790",217,100,3,2,597,0,0,0,25,0,0,1,5,0
"1791",187,100,3,3,597,0,1,0,50,0,0,5,3,1
"1792",96,100,4,1,598,0,0,1,100,1,0,5,1,0
"1793",163,100,4,2,598,0,1,0,50,1,0,3,3,0
"1794",229,100,4,3,598,0,0,0,25,1,0,1,5,1
"1795",284,100,5,1,599,0,0,1,50,0,1,3,5,1
"1796",167,100,5,2,599,0,1,0,100,1,0,3,3,0
"1797",113,100,5,3,599,0,0,0,50,0,0,1,3,0
"1798",61,100,6,1,600,0,0,0,25,0,1,3,1,0
"1799",87,100,6,2,600,0,1,0,25,1,0,5,1,0
"1800",218,100,6,3,600,1,0,0,25,0,0,1,5,1
"1801",305,101,1,1,601,0,0,0,50,1,0,5,5,1
"1802",236,101,1,2,601,0,0,1,50,1,0,1,5,0
"1803",226,101,1,3,601,1,0,0,100,0,0,1,5,0
"1804",257,101,2,1,602,0,0,0,50,0,0,3,5,0
"1805",287,101,2,2,602,0,1,0,100,0,1,3,5,1
"1806",311,101,2,3,602,0,1,0,100,1,0,5,5,0
"1807",151,101,3,1,603,0,1,0,50,0,0,3,3,1
"1808",86,101,3,2,603,1,0,0,25,1,0,5,1,0
"1809",19,101,3,3,603,0,1,0,50,1,0,1,1,0
"1810",59,101,4,1,604,0,1,0,100,1,0,3,1,0
"1811",31,101,4,2,604,0,1,0,50,0,1,1,1,0
"1812",194,101,4,3,604,1,0,0,25,1,0,5,3,1
"1813",20,101,5,1,605,0,0,1,50,1,0,1,1,0
"1814",41,101,5,2,605,0,0,0,50,0,0,3,1,1
"1815",33,101,5,3,605,0,0,0,100,0,1,1,1,0
"1816",228,101,6,1,606,0,0,1,100,0,0,1,5,0
"1817",259,101,6,2,606,0,1,0,50,0,0,3,5,1
"1818",217,101,6,3,606,0,0,0,25,0,0,1,5,0
"1819",203,102,1,1,607,0,1,0,100,1,0,5,3,0
"1820",305,102,1,2,607,0,0,0,50,1,0,5,5,0
"1821",105,102,1,3,607,0,0,0,100,0,1,5,1,1
"1822",21,102,2,1,608,0,0,0,100,1,0,1,1,0
"1823",33,102,2,2,608,0,0,0,100,0,1,1,1,1
"1824",234,102,2,3,608,1,0,0,50,1,0,1,5,0
"1825",191,102,3,1,609,0,1,0,100,0,0,5,3,0
"1826",171,102,3,2,609,0,1,0,25,0,1,3,3,0
"1827",17,102,3,3,609,0,0,0,50,1,0,1,1,1
"1828",120,102,4,1,610,0,0,1,100,0,0,1,3,0
"1829",258,102,4,2,610,1,0,0,50,0,0,3,5,0
"1830",227,102,4,3,610,0,1,0,100,0,0,1,5,1
"1831",138,102,5,1,611,1,0,0,50,0,1,1,3,1
"1832",96,102,5,2,611,0,0,1,100,1,0,5,1,0
"1833",289,102,5,3,611,0,0,0,25,0,0,5,5,0
"1834",202,102,6,1,612,1,0,0,100,1,0,5,3,0
"1835",41,102,6,2,612,0,0,0,50,0,0,3,1,1
"1836",311,102,6,3,612,0,1,0,100,1,0,5,5,0
"1837",35,103,1,1,613,0,1,0,100,0,1,1,1,0
"1838",313,103,1,2,613,0,0,0,25,0,1,5,5,1
"1839",280,103,1,3,613,0,0,1,25,0,1,3,5,0
"1840",300,103,2,1,614,0,0,1,100,0,0,5,5,0
"1841",111,103,2,2,614,0,1,0,25,0,0,1,3,0
"1842",231,103,2,3,614,0,1,0,25,1,0,1,5,1
"1843",249,103,3,1,615,0,0,0,100,0,1,1,5,1
"1844",231,103,3,2,615,0,1,0,25,1,0,1,5,0
"1845",26,103,3,3,615,1,0,0,25,0,1,1,1,0
"1846",214,103,4,1,616,1,0,0,100,0,1,5,3,1
"1847",43,103,4,2,616,0,1,0,50,0,0,3,1,0
"1848",165,103,4,3,616,0,0,0,100,1,0,3,3,0
"1849",305,103,5,1,617,0,0,0,50,1,0,5,5,0
"1850",126,103,5,2,617,1,0,0,50,1,0,1,3,0
"1851",160,103,5,3,617,0,0,1,25,1,0,3,3,1
"1852",118,103,6,1,618,1,0,0,100,0,0,1,3,0
"1853",33,103,6,2,618,0,0,0,100,0,1,1,1,0
"1854",17,103,6,3,618,0,0,0,50,1,0,1,1,1
"1855",307,104,1,1,619,0,1,0,50,1,0,5,5,0
"1856",63,104,1,2,619,0,1,0,25,0,1,3,1,0
"1857",52,104,1,3,619,0,0,1,25,1,0,3,1,1
"1858",137,104,2,1,620,0,0,0,50,0,1,1,3,0
"1859",3,104,2,2,620,0,1,0,25,0,0,1,1,0
"1860",124,104,2,3,620,0,0,1,25,1,0,1,3,1
"1861",291,104,3,1,621,0,1,0,25,0,0,5,5,0
"1862",284,104,3,2,621,0,0,1,50,0,1,3,5,1
"1863",152,104,3,3,621,0,0,1,50,0,0,3,3,0
"1864",125,104,4,1,622,0,0,0,50,1,0,1,3,0
"1865",122,104,4,2,622,1,0,0,25,1,0,1,3,1
"1866",2,104,4,3,622,1,0,0,25,0,0,1,1,0
"1867",71,104,5,1,623,0,1,0,100,0,1,3,1,1
"1868",69,104,5,2,623,0,0,0,100,0,1,3,1,0
"1869",312,104,5,3,623,0,0,1,100,1,0,5,5,0
"1870",145,104,6,1,624,0,0,0,25,0,0,3,3,0
"1871",266,104,6,2,624,1,0,0,25,1,0,3,5,0
"1872",18,104,6,3,624,1,0,0,50,1,0,1,1,1
"1873",108,105,1,1,625,0,0,1,100,0,1,5,1,0
"1874",149,105,1,2,625,0,0,0,50,0,0,3,3,1
"1875",51,105,1,3,625,0,1,0,25,1,0,3,1,0
"1876",177,105,2,1,626,0,0,0,100,0,1,3,3,0
"1877",75,105,2,2,626,0,1,0,25,0,0,5,1,1
"1878",201,105,2,3,626,0,0,0,100,1,0,5,3,0
"1879",17,105,3,1,627,0,0,0,50,1,0,1,1,0
"1880",309,105,3,2,627,0,0,0,100,1,0,5,5,1
"1881",259,105,3,3,627,0,1,0,50,0,0,3,5,0
"1882",259,105,4,1,628,0,1,0,50,0,0,3,5,0
"1883",198,105,4,2,628,1,0,0,50,1,0,5,3,1
"1884",163,105,4,3,628,0,1,0,50,1,0,3,3,0
"1885",263,105,5,1,629,0,1,0,100,0,0,3,5,0
"1886",289,105,5,2,629,0,0,0,25,0,0,5,5,1
"1887",177,105,5,3,629,0,0,0,100,0,1,3,3,0
"1888",140,105,6,1,630,0,0,1,50,0,1,1,3,0
"1889",100,105,6,2,630,0,0,1,25,0,1,5,1,0
"1890",167,105,6,3,630,0,1,0,100,1,0,3,3,1
"1891",73,106,1,1,631,0,0,0,25,0,0,5,1,0
"1892",25,106,1,2,631,0,0,0,25,0,1,1,1,0
"1893",158,106,1,3,631,1,0,0,25,1,0,3,3,1
"1894",109,106,2,1,632,0,0,0,25,0,0,1,3,0
"1895",129,106,2,2,632,0,0,0,100,1,0,1,3,1
"1896",246,106,2,3,632,1,0,0,50,0,1,1,5,0
"1897",35,106,3,1,633,0,1,0,100,0,1,1,1,0
"1898",40,106,3,2,633,0,0,1,25,0,0,3,1,1
"1899",201,106,3,3,633,0,0,0,100,1,0,5,3,0
"1900",64,106,4,1,634,0,0,1,25,0,1,3,1,0
"1901",87,106,4,2,634,0,1,0,25,1,0,5,1,0
"1902",3,106,4,3,634,0,1,0,25,0,0,1,1,1
"1903",297,106,5,1,635,0,0,0,100,0,0,5,5,1
"1904",269,106,5,2,635,0,0,0,50,1,0,3,5,0
"1905",175,106,5,3,635,0,1,0,50,0,1,3,3,0
"1906",129,106,6,1,636,0,0,0,100,1,0,1,3,1
"1907",279,106,6,2,636,0,1,0,25,0,1,3,5,0
"1908",242,106,6,3,636,1,0,0,25,0,1,1,5,0
"1909",173,107,1,1,637,0,0,0,50,0,1,3,3,1
"1910",144,107,1,2,637,0,0,1,100,0,1,1,3,0
"1911",285,107,1,3,637,0,0,0,100,0,1,3,5,0
"1912",92,107,2,1,638,0,0,1,50,1,0,5,1,1
"1913",179,107,2,2,638,0,1,0,100,0,1,3,3,0
"1914",65,107,2,3,638,0,0,0,50,0,1,3,1,0
"1915",56,107,3,1,639,0,0,1,50,1,0,3,1,0
"1916",185,107,3,2,639,0,0,0,50,0,0,5,3,1
"1917",78,107,3,3,639,1,0,0,50,0,0,5,1,0
"1918",323,107,4,1,640,0,1,0,100,0,1,5,5,1
"1919",193,107,4,2,640,0,0,0,25,1,0,5,3,0
"1920",85,107,4,3,640,0,0,0,25,1,0,5,1,0
"1921",125,107,5,1,641,0,0,0,50,1,0,1,3,1
"1922",313,107,5,2,641,0,0,0,25,0,1,5,5,0
"1923",255,107,5,3,641,0,1,0,25,0,0,3,5,0
"1924",127,107,6,1,642,0,1,0,50,1,0,1,3,1
"1925",207,107,6,2,642,0,1,0,25,0,1,5,3,0
"1926",65,107,6,3,642,0,0,0,50,0,1,3,1,0
"1927",30,108,1,1,643,1,0,0,50,0,1,1,1,0
"1928",130,108,1,2,643,1,0,0,100,1,0,1,3,1
"1929",80,108,1,3,643,0,0,1,50,0,0,5,1,0
"1930",291,108,2,1,644,0,1,0,25,0,0,5,5,0
"1931",215,108,2,2,644,0,1,0,100,0,1,5,3,1
"1932",190,108,2,3,644,1,0,0,100,0,0,5,3,0
"1933",261,108,3,1,645,0,0,0,100,0,0,3,5,0
"1934",215,108,3,2,645,0,1,0,100,0,1,5,3,0
"1935",54,108,3,3,645,1,0,0,50,1,0,3,1,1
"1936",69,108,4,1,646,0,0,0,100,0,1,3,1,0
"1937",288,108,4,2,646,0,0,1,100,0,1,3,5,0
"1938",159,108,4,3,646,0,1,0,25,1,0,3,3,1
"1939",261,108,5,1,647,0,0,0,100,0,0,3,5,0
"1940",2,108,5,2,647,1,0,0,25,0,0,1,1,0
"1941",168,108,5,3,647,0,0,1,100,1,0,3,3,1
"1942",238,108,6,1,648,1,0,0,100,1,0,1,5,0
"1943",100,108,6,2,648,0,0,1,25,0,1,5,1,0
"1944",163,108,6,3,648,0,1,0,50,1,0,3,3,1
"1945",301,109,1,1,649,0,0,0,25,1,0,5,5,0
"1946",276,109,1,2,649,0,0,1,100,1,0,3,5,0
"1947",15,109,1,3,649,0,1,0,25,1,0,1,1,1
"1948",86,109,2,1,650,1,0,0,25,1,0,5,1,1
"1949",240,109,2,2,650,0,0,1,100,1,0,1,5,0
"1950",157,109,2,3,650,0,0,0,25,1,0,3,3,0
"1951",297,109,3,1,651,0,0,0,100,0,0,5,5,0
"1952",179,109,3,2,651,0,1,0,100,0,1,3,3,0
"1953",86,109,3,3,651,1,0,0,25,1,0,5,1,1
"1954",287,109,4,1,652,0,1,0,100,0,1,3,5,1
"1955",185,109,4,2,652,0,0,0,50,0,0,5,3,0
"1956",322,109,4,3,652,1,0,0,100,0,1,5,5,0
"1957",237,109,5,1,653,0,0,0,100,1,0,1,5,0
"1958",263,109,5,2,653,0,1,0,100,0,0,3,5,1
"1959",316,109,5,3,653,0,0,1,25,0,1,5,5,0
"1960",92,109,6,1,654,0,0,1,50,1,0,5,1,0
"1961",229,109,6,2,654,0,0,0,25,1,0,1,5,0
"1962",233,109,6,3,654,0,0,0,50,1,0,1,5,1
"1963",246,110,1,1,655,1,0,0,50,0,1,1,5,0
"1964",21,110,1,2,655,0,0,0,100,1,0,1,1,1
"1965",33,110,1,3,655,0,0,0,100,0,1,1,1,0
"1966",294,110,2,1,656,1,0,0,50,0,0,5,5,0
"1967",95,110,2,2,656,0,1,0,100,1,0,5,1,0
"1968",40,110,2,3,656,0,0,1,25,0,0,3,1,1
"1969",18,110,3,1,657,1,0,0,50,1,0,1,1,1
"1970",271,110,3,2,657,0,1,0,50,1,0,3,5,0
"1971",221,110,3,3,657,0,0,0,50,0,0,1,5,0
"1972",213,110,4,1,658,0,0,0,100,0,1,5,3,0
"1973",102,110,4,2,658,1,0,0,50,0,1,5,1,1
"1974",24,110,4,3,658,0,0,1,100,1,0,1,1,0
"1975",24,110,5,1,659,0,0,1,100,1,0,1,1,0
"1976",35,110,5,2,659,0,1,0,100,0,1,1,1,0
"1977",181,110,5,3,659,0,0,0,25,0,0,5,3,1
"1978",131,110,6,1,660,0,1,0,100,1,0,1,3,0
"1979",139,110,6,2,660,0,1,0,50,0,1,1,3,1
"1980",299,110,6,3,660,0,1,0,100,0,0,5,5,0
"1981",120,111,1,1,661,0,0,1,100,0,0,1,3,0
"1982",249,111,1,2,661,0,0,0,100,0,1,1,5,1
"1983",126,111,1,3,661,1,0,0,50,1,0,1,3,0
"1984",184,111,2,1,662,0,0,1,25,0,0,5,3,0
"1985",104,111,2,2,662,0,0,1,50,0,1,5,1,1
"1986",17,111,2,3,662,0,0,0,50,1,0,1,1,0
"1987",208,111,3,1,663,0,0,1,25,0,1,5,3,0
"1988",94,111,3,2,663,1,0,0,100,1,0,5,1,0
"1989",240,111,3,3,663,0,0,1,100,1,0,1,5,1
"1990",308,111,4,1,664,0,0,1,50,1,0,5,5,1
"1991",159,111,4,2,664,0,1,0,25,1,0,3,3,0
"1992",214,111,4,3,664,1,0,0,100,0,1,5,3,0
"1993",61,111,5,1,665,0,0,0,25,0,1,3,1,1
"1994",84,111,5,2,665,0,0,1,100,0,0,5,1,0
"1995",149,111,5,3,665,0,0,0,50,0,0,3,3,0
"1996",248,111,6,1,666,0,0,1,50,0,1,1,5,0
"1997",22,111,6,2,666,1,0,0,100,1,0,1,1,0
"1998",258,111,6,3,666,1,0,0,50,0,0,3,5,1
"1999",68,112,1,1,667,0,0,1,50,0,1,3,1,0
"2000",291,112,1,2,667,0,1,0,25,0,0,5,5,1
"2001",265,112,1,3,667,0,0,0,25,1,0,3,5,0
"2002",198,112,2,1,668,1,0,0,50,1,0,5,3,0
"2003",62,112,2,2,668,1,0,0,25,0,1,3,1,1
"2004",90,112,2,3,668,1,0,0,50,1,0,5,1,0
"2005",32,112,3,1,669,0,0,1,50,0,1,1,1,0
"2006",269,112,3,2,669,0,0,0,50,1,0,3,5,0
"2007",168,112,3,3,669,0,0,1,100,1,0,3,3,1
"2008",9,112,4,1,670,0,0,0,100,0,0,1,1,1
"2009",98,112,4,2,670,1,0,0,25,0,1,5,1,0
"2010",82,112,4,3,670,1,0,0,100,0,0,5,1,0
"2011",233,112,5,1,671,0,0,0,50,1,0,1,5,0
"2012",238,112,5,2,671,1,0,0,100,1,0,1,5,0
"2013",195,112,5,3,671,0,1,0,25,1,0,5,3,1
"2014",262,112,6,1,672,1,0,0,100,0,0,3,5,0
"2015",134,112,6,2,672,1,0,0,25,0,1,1,3,1
"2016",1,112,6,3,672,0,0,0,25,0,0,1,1,0
"2017",243,113,1,1,673,0,1,0,25,0,1,1,5,1
"2018",132,113,1,2,673,0,0,1,100,1,0,1,3,0
"2019",49,113,1,3,673,0,0,0,25,1,0,3,1,0
"2020",232,113,2,1,674,0,0,1,25,1,0,1,5,1
"2021",285,113,2,2,674,0,0,0,100,0,1,3,5,0
"2022",295,113,2,3,674,0,1,0,50,0,0,5,5,0
"2023",114,113,3,1,675,1,0,0,50,0,0,1,3,0
"2024",306,113,3,2,675,1,0,0,50,1,0,5,5,1
"2025",271,113,3,3,675,0,1,0,50,1,0,3,5,0
"2026",33,113,4,1,676,0,0,0,100,0,1,1,1,1
"2027",322,113,4,2,676,1,0,0,100,0,1,5,5,0
"2028",79,113,4,3,676,0,1,0,50,0,0,5,1,0
"2029",37,113,5,1,677,0,0,0,25,0,0,3,1,0
"2030",291,113,5,2,677,0,1,0,25,0,0,5,5,0
"2031",74,113,5,3,677,1,0,0,25,0,0,5,1,1
"2032",100,113,6,1,678,0,0,1,25,0,1,5,1,0
"2033",74,113,6,2,678,1,0,0,25,0,0,5,1,1
"2034",239,113,6,3,678,0,1,0,100,1,0,1,5,0
"2035",278,114,1,1,679,1,0,0,25,0,1,3,5,0
"2036",193,114,1,2,679,0,0,0,25,1,0,5,3,1
"2037",83,114,1,3,679,0,1,0,100,0,0,5,1,0
"2038",67,114,2,1,680,0,1,0,50,0,1,3,1,0
"2039",188,114,2,2,680,0,0,1,50,0,0,5,3,1
"2040",53,114,2,3,680,0,0,0,50,1,0,3,1,0
"2041",224,114,3,1,681,0,0,1,50,0,0,1,5,0
"2042",142,114,3,2,681,1,0,0,100,0,1,1,3,0
"2043",252,114,3,3,681,0,0,1,100,0,1,1,5,1
"2044",320,114,4,1,682,0,0,1,50,0,1,5,5,1
"2045",171,114,4,2,682,0,1,0,25,0,1,3,3,0
"2046",292,114,4,3,682,0,0,1,25,0,0,5,5,0
"2047",310,114,5,1,683,1,0,0,100,1,0,5,5,0
"2048",41,114,5,2,683,0,0,0,50,0,0,3,1,1
"2049",290,114,5,3,683,1,0,0,25,0,0,5,5,0
"2050",109,114,6,1,684,0,0,0,25,0,0,1,3,1
"2051",188,114,6,2,684,0,0,1,50,0,0,5,3,0
"2052",173,114,6,3,684,0,0,0,50,0,1,3,3,0
"2053",282,115,1,1,685,1,0,0,50,0,1,3,5,0
"2054",181,115,1,2,685,0,0,0,25,0,0,5,3,1
"2055",25,115,1,3,685,0,0,0,25,0,1,1,1,0
"2056",127,115,2,1,686,0,1,0,50,1,0,1,3,0
"2057",129,115,2,2,686,0,0,0,100,1,0,1,3,0
"2058",141,115,2,3,686,0,0,0,100,0,1,1,3,1
"2059",128,115,3,1,687,0,0,1,50,1,0,1,3,0
"2060",244,115,3,2,687,0,0,1,25,0,1,1,5,1
"2061",38,115,3,3,687,1,0,0,25,0,0,3,1,0
"2062",276,115,4,1,688,0,0,1,100,1,0,3,5,1
"2063",23,115,4,2,688,0,1,0,100,1,0,1,1,0
"2064",323,115,4,3,688,0,1,0,100,0,1,5,5,0
"2065",291,115,5,1,689,0,1,0,25,0,0,5,5,1
"2066",257,115,5,2,689,0,0,0,50,0,0,3,5,0
"2067",4,115,5,3,689,0,0,1,25,0,0,1,1,0
"2068",259,115,6,1,690,0,1,0,50,0,0,3,5,1
"2069",129,115,6,2,690,0,0,0,100,1,0,1,3,0
"2070",81,115,6,3,690,0,0,0,100,0,0,5,1,0
"2071",261,116,1,1,691,0,0,0,100,0,0,3,5,0
"2072",190,116,1,2,691,1,0,0,100,0,0,5,3,0
"2073",283,116,1,3,691,0,1,0,50,0,1,3,5,1
"2074",94,116,2,1,692,1,0,0,100,1,0,5,1,0
"2075",196,116,2,2,692,0,0,1,25,1,0,5,3,1
"2076",261,116,2,3,692,0,0,0,100,0,0,3,5,0
"2077",116,116,3,1,693,0,0,1,50,0,0,1,3,0
"2078",155,116,3,2,693,0,1,0,100,0,0,3,3,0
"2079",172,116,3,3,693,0,0,1,25,0,1,3,3,1
"2080",212,116,4,1,694,0,0,1,50,0,1,5,3,0
"2081",61,116,4,2,694,0,0,0,25,0,1,3,1,1
"2082",296,116,4,3,694,0,0,1,50,0,0,5,5,0
"2083",251,116,5,1,695,0,1,0,100,0,1,1,5,0
"2084",131,116,5,2,695,0,1,0,100,1,0,1,3,0
"2085",242,116,5,3,695,1,0,0,25,0,1,1,5,1
"2086",18,116,6,1,696,1,0,0,50,1,0,1,1,1
"2087",164,116,6,2,696,0,0,1,50,1,0,3,3,0
"2088",303,116,6,3,696,0,1,0,25,1,0,5,5,0
"2089",41,117,1,1,697,0,0,0,50,0,0,3,1,0
"2090",13,117,1,2,697,0,0,0,25,1,0,1,1,1
"2091",310,117,1,3,697,1,0,0,100,1,0,5,5,0
"2092",308,117,2,1,698,0,0,1,50,1,0,5,5,0
"2093",7,117,2,2,698,0,1,0,50,0,0,1,1,1
"2094",264,117,2,3,698,0,0,1,100,0,0,3,5,0
"2095",135,117,3,1,699,0,1,0,25,0,1,1,3,0
"2096",34,117,3,2,699,1,0,0,100,0,1,1,1,1
"2097",69,117,3,3,699,0,0,0,100,0,1,3,1,0
"2098",140,117,4,1,700,0,0,1,50,0,1,1,3,0
"2099",49,117,4,2,700,0,0,0,25,1,0,3,1,1
"2100",100,117,4,3,700,0,0,1,25,0,1,5,1,0
"2101",79,117,5,1,701,0,1,0,50,0,0,5,1,0
"2102",234,117,5,2,701,1,0,0,50,1,0,1,5,0
"2103",292,117,5,3,701,0,0,1,25,0,0,5,5,1
"2104",195,117,6,1,702,0,1,0,25,1,0,5,3,0
"2105",234,117,6,2,702,1,0,0,50,1,0,1,5,0
"2106",56,117,6,3,702,0,0,1,50,1,0,3,1,1
"2107",113,118,1,1,703,0,0,0,50,0,0,1,3,1
"2108",98,118,1,2,703,1,0,0,25,0,1,5,1,0
"2109",225,118,1,3,703,0,0,0,100,0,0,1,5,0
"2110",222,118,2,1,704,1,0,0,50,0,0,1,5,1
"2111",78,118,2,2,704,1,0,0,50,0,0,5,1,0
"2112",56,118,2,3,704,0,0,1,50,1,0,3,1,0
"2113",76,118,3,1,705,0,0,1,25,0,0,5,1,0
