profileID,respID,qID,altID,obsID,type,price,compatability,capacity,range,choice,session_id
255,55,2,2,326,Card,25,Both,3,5,1,session_55
49,55,2,3,326,Bracelet,25,Android,3,1,0,session_55
69,55,3,1,327,Bracelet,100,iOS,3,1,0,session_55
167,55,3,2,327,Card,100,Android,3,3,0,session_55
190,55,3,3,327,Ring,100,Both,5,3,1,session_55
221,55,4,1,328,Bracelet,50,Both,1,5,0,session_55
193,55,4,2,328,Bracelet,25,Android,5,3,0,session_55
303,55,4,3,328,Card,25,Android,5,5,1,session_55
142,55,5,1,329,Ring,100,iOS,1,3,0,session_55
71,55,5,2,329,Card,100,iOS,3,1,0,session_55
191,55,5,3,329,Card,100,Both,5,3,1,session_55
162,55,6,1,330,Ring,50,Android,3,3,0,session_55
207,55,6,2,330,Card,25,iOS,5,3,1,session_55
253,55,6,3,330,Bracelet,25,Both,3,5,0,session_55
110,56,1,1,331,Ring,25,Both,1,3,0,session_56
256,56,1,2,331,Implant,25,Both,3,5,1,session_56
274,56,1,3,331,Ring,100,Android,3,5,0,session_56
323,56,2,1,332,Card,100,iOS,5,5,0,session_56
52,56,2,2,332,Implant,25,Android,3,1,1,session_56
191,56,2,3,332,Card,100,Both,5,3,0,session_56
165,56,3,1,333,Bracelet,100,Android,3,3,0,session_56
18,56,3,2,333,Ring,50,Android,1,1,0,session_56
169,56,3,3,333,Bracelet,25,iOS,3,3,1,session_56
321,56,4,1,334,Bracelet,100,iOS,5,5,0,session_56
295,56,4,2,334,Card,50,Both,5,5,1,session_56
271,56,4,3,334,Card,50,Android,3,5,0,session_56
177,56,5,1,335,Bracelet,100,iOS,3,3,0,session_56
316,56,5,2,335,Implant,25,iOS,5,5,1,session_56
18,56,5,3,335,Ring,50,Android,1,1,0,session_56
35,56,6,1,336,Card,100,iOS,1,1,0,session_56
198,56,6,2,336,Ring,50,Android,5,3,1,session_56
54,56,6,3,336,Ring,50,Android,3,1,0,session_56
171,57,1,1,337,Card,25,iOS,3,3,1,session_57
252,57,1,2,337,Implant,100,iOS,1,5,0,session_57
73,57,1,3,337,Bracelet,25,Both,5,1,0,session_57
278,57,2,1,338,Ring,25,iOS,3,5,1,session_57
20,57,2,2,338,Implant,50,Android,1,1,0,session_57
175,57,2,3,338,Card,50,iOS,3,3,0,session_57
114,57,3,1,339,Ring,50,Both,1,3,0,session_57
169,57,3,2,339,Bracelet,25,iOS,3,3,1,session_57
29,57,3,3,339,Bracelet,50,iOS,1,1,0,session_57
267,57,4,1,340,Card,25,Android,3,5,1,session_57
20,57,4,2,340,Implant,50,Android,1,1,0,session_57
236,57,4,3,340,Implant,50,Android,1,5,0,session_57
179,57,5,1,341,Card,100,iOS,3,3,0,session_57
269,57,5,2,341,Bracelet,50,Android,3,5,0,session_57
76,57,5,3,341,Implant,25,Both,5,1,1,session_57
323,57,6,1,342,Card,100,iOS,5,5,0,session_57
92,57,6,2,342,Implant,50,Android,5,1,0,session_57
267,57,6,3,342,Card,25,Android,3,5,1,session_57
19,58,1,1,343,Card,50,Android,1,1,0,session_58
11,58,1,2,343,Card,100,Both,1,1,0,session_58
63,58,1,3,343,Card,25,iOS,3,1,1,session_58
155,58,2,1,344,Card,100,Both,3,3,0,session_58
258,58,2,2,344,Ring,50,Both,3,5,1,session_58
252,58,2,3,344,Implant,100,iOS,1,5,0,session_58
231,58,3,1,345,Card,25,Android,1,5,1,session_58
228,58,3,2,345,Implant,100,Both,1,5,0,session_58
311,58,3,3,345,Card,100,Android,5,5,0,session_58
48,58,4,1,346,Implant,100,Both,3,1,0,session_58
255,58,4,2,346,Card,25,Both,3,5,1,session_58
156,58,4,3,346,Implant,100,Both,3,3,0,session_58
285,58,5,1,347,Bracelet,100,iOS,3,5,0,session_58
196,58,5,2,347,Implant,25,Android,5,3,0,session_58
169,58,5,3,347,Bracelet,25,iOS,3,3,1,session_58
112,58,6,1,348,Implant,25,Both,1,3,1,session_58
95,58,6,2,348,Card,100,Android,5,1,0,session_58
251,58,6,3,348,Card,100,iOS,1,5,0,session_58
107,59,1,1,349,Card,100,iOS,5,1,0,session_59
137,59,1,2,349,Bracelet,50,iOS,1,3,1,session_59
156,59,1,3,349,Implant,100,Both,3,3,0,session_59
271,59,2,1,350,Card,50,Android,3,5,1,session_59
60,59,2,2,350,Implant,100,Android,3,1,0,session_59
203,59,2,3,350,Card,100,Android,5,3,0,session_59
221,59,3,1,351,Bracelet,50,Both,1,5,1,session_59
17,59,3,2,351,Bracelet,50,Android,1,1,0,session_59
41,59,3,3,351,Bracelet,50,Both,3,1,0,session_59
25,59,4,1,352,Bracelet,25,iOS,1,1,1,session_59
239,59,4,2,352,Card,100,Android,1,5,0,session_59
275,59,4,3,352,Card,100,Android,3,5,0,session_59
52,59,5,1,353,Implant,25,Android,3,1,0,session_59
199,59,5,2,353,Card,50,Android,5,3,0,session_59
267,59,5,3,353,Card,25,Android,3,5,1,session_59
143,59,6,1,354,Card,100,iOS,1,3,0,session_59
201,59,6,2,354,Bracelet,100,Android,5,3,0,session_59
139,59,6,3,354,Card,50,iOS,1,3,1,session_59
33,60,1,1,355,Bracelet,100,iOS,1,1,0,session_60
105,60,1,2,355,Bracelet,100,iOS,5,1,0,session_60
279,60,1,3,355,Card,25,iOS,3,5,1,session_60
248,60,2,1,356,Implant,50,iOS,1,5,0,session_60
17,60,2,2,356,Bracelet,50,Android,1,1,0,session_60
138,60,2,3,356,Ring,50,iOS,1,3,1,session_60
18,60,3,1,357,Ring,50,Android,1,1,0,session_60
102,60,3,2,357,Ring,50,iOS,5,1,1,session_60
71,60,3,3,357,Card,100,iOS,3,1,0,session_60
80,60,4,1,358,Implant,50,Both,5,1,1,session_60
131,60,4,2,358,Card,100,Android,1,3,0,session_60
227,60,4,3,358,Card,100,Both,1,5,0,session_60
21,60,5,1,359,Bracelet,100,Android,1,1,0,session_60
238,60,5,2,359,Ring,100,Android,1,5,0,session_60
318,60,5,3,359,Ring,50,iOS,5,5,1,session_60
162,60,6,1,360,Ring,50,Android,3,3,0,session_60
28,60,6,2,360,Implant,25,iOS,1,1,1,session_60
154,60,6,3,360,Ring,100,Both,3,3,0,session_60
129,61,1,1,361,Bracelet,100,Android,1,3,0,session_61
90,61,1,2,361,Ring,50,Android,5,1,0,session_61
277,61,1,3,361,Bracelet,25,iOS,3,5,1,session_61
121,61,2,1,362,Bracelet,25,Android,1,3,1,session_61
163,61,2,2,362,Card,50,Android,3,3,0,session_61
94,61,2,3,362,Ring,100,Android,5,1,0,session_61
12,61,3,1,363,Implant,100,Both,1,1,0,session_61
249,61,3,2,363,Bracelet,100,iOS,1,5,1,session_61
141,61,3,3,363,Bracelet,100,iOS,1,3,0,session_61
306,61,4,1,364,Ring,50,Android,5,5,1,session_61
33,61,4,2,364,Bracelet,100,iOS,1,1,0,session_61
152,61,4,3,364,Implant,50,Both,3,3,0,session_61
9,61,5,1,365,Bracelet,100,Both,1,1,0,session_61
159,61,5,2,365,Card,25,Android,3,3,0,session_61
194,61,5,3,365,Ring,25,Android,5,3,1,session_61
287,61,6,1,366,Card,100,iOS,3,5,0,session_61
60,61,6,2,366,Implant,100,Android,3,1,0,session_61
91,61,6,3,366,Card,50,Android,5,1,1,session_61
99,62,1,1,367,Card,25,iOS,5,1,1,session_62
225,62,1,2,367,Bracelet,100,Both,1,5,0,session_62
202,62,1,3,367,Ring,100,Android,5,3,0,session_62
171,62,2,1,368,Card,25,iOS,3,3,1,session_62
147,62,2,2,368,Card,25,Both,3,3,0,session_62
239,62,2,3,368,Card,100,Android,1,5,0,session_62
167,62,3,1,369,Card,100,Android,3,3,1,session_62
96,62,3,2,369,Implant,100,Android,5,1,0,session_62
240,62,3,3,369,Implant,100,Android,1,5,0,session_62
306,62,4,1,370,Ring,50,Android,5,5,1,session_62
132,62,4,2,370,Implant,100,Android,1,3,0,session_62
179,62,4,3,370,Card,100,iOS,3,3,0,session_62
163,62,5,1,371,Card,50,Android,3,3,0,session_62
290,62,5,2,371,Ring,25,Both,5,5,1,session_62
77,62,5,3,371,Bracelet,50,Both,5,1,0,session_62
310,62,6,1,372,Ring,100,Android,5,5,0,session_62
230,62,6,2,372,Ring,25,Android,1,5,1,session_62
213,62,6,3,372,Bracelet,100,iOS,5,3,0,session_62
309,63,1,1,373,Bracelet,100,Android,5,5,0,session_63
133,63,1,2,373,Bracelet,25,iOS,1,3,1,session_63
261,63,1,3,373,Bracelet,100,Both,3,5,0,session_63
71,63,2,1,374,Card,100,iOS,3,1,0,session_63
145,63,2,2,374,Bracelet,25,Both,3,3,0,session_63
256,63,2,3,374,Implant,25,Both,3,5,1,session_63
98,63,3,1,375,Ring,25,iOS,5,1,1,session_63
17,63,3,2,375,Bracelet,50,Android,1,1,0,session_63
189,63,3,3,375,Bracelet,100,Both,5,3,0,session_63
267,63,4,1,376,Card,25,Android,3,5,1,session_63
270,63,4,2,376,Ring,50,Android,3,5,0,session_63
161,63,4,3,376,Bracelet,50,Android,3,3,0,session_63
162,63,5,1,377,Ring,50,Android,3,3,0,session_63
138,63,5,2,377,Ring,50,iOS,1,3,1,session_63
226,63,5,3,377,Ring,100,Both,1,5,0,session_63
38,63,6,1,378,Ring,25,Both,3,1,0,session_63
205,63,6,2,378,Bracelet,25,iOS,5,3,1,session_63
268,63,6,3,378,Implant,25,Android,3,5,0,session_63
291,64,1,1,379,Card,25,Both,5,5,1,session_64
104,64,1,2,379,Implant,50,iOS,5,1,0,session_64
187,64,1,3,379,Card,50,Both,5,3,0,session_64
33,64,2,1,380,Bracelet,100,iOS,1,1,0,session_64
238,64,2,2,380,Ring,100,Android,1,5,1,session_64
118,64,2,3,380,Ring,100,Both,1,3,0,session_64
267,64,3,1,381,Card,25,Android,3,5,1,session_64
81,64,3,2,381,Bracelet,100,Both,5,1,0,session_64
260,64,3,3,381,Implant,50,Both,3,5,0,session_64
76,64,4,1,382,Implant,25,Both,5,1,0,session_64
303,64,4,2,382,Card,25,Android,5,5,1,session_64
184,64,4,3,382,Implant,25,Both,5,3,0,session_64
14,64,5,1,383,Ring,25,Android,1,1,0,session_64
51,64,5,2,383,Card,25,Android,3,1,1,session_64
155,64,5,3,383,Card,100,Both,3,3,0,session_64
75,64,6,1,384,Card,25,Both,5,1,1,session_64
236,64,6,2,384,Implant,50,Android,1,5,0,session_64
275,64,6,3,384,Card,100,Android,3,5,0,session_64
277,65,1,1,385,Bracelet,25,iOS,3,5,1,session_65
49,65,1,2,385,Bracelet,25,Android,3,1,0,session_65
262,65,1,3,385,Ring,100,Both,3,5,0,session_65
241,65,2,1,386,Bracelet,25,iOS,1,5,0,session_65
216,65,2,2,386,Implant,100,iOS,5,3,0,session_65
254,65,2,3,386,Ring,25,Both,3,5,1,session_65
144,65,3,1,387,Implant,100,iOS,1,3,0,session_65
229,65,3,2,387,Bracelet,25,Android,1,5,1,session_65
127,65,3,3,387,Card,50,Android,1,3,0,session_65
190,65,4,1,388,Ring,100,Both,5,3,1,session_65
69,65,4,2,388,Bracelet,100,iOS,3,1,0,session_65
120,65,4,3,388,Implant,100,Both,1,3,0,session_65
30,65,5,1,389,Ring,50,iOS,1,1,0,session_65
318,65,5,2,389,Ring,50,iOS,5,5,1,session_65
116,65,5,3,389,Implant,50,Both,1,3,0,session_65
68,65,6,1,390,Implant,50,iOS,3,1,1,session_65
324,65,6,2,390,Implant,100,iOS,5,5,0,session_65
96,65,6,3,390,Implant,100,Android,5,1,0,session_65
92,66,1,1,391,Implant,50,Android,5,1,1,session_66
180,66,1,2,391,Implant,100,iOS,3,3,0,session_66
70,66,1,3,391,Ring,100,iOS,3,1,0,session_66
298,66,2,1,392,Ring,100,Both,5,5,1,session_66
276,66,2,2,392,Implant,100,Android,3,5,0,session_66
251,66,2,3,392,Card,100,iOS,1,5,0,session_66
75,66,3,1,393,Card,25,Both,5,1,1,session_66
296,66,3,2,393,Implant,50,Both,5,5,0,session_66
229,66,3,3,393,Bracelet,25,Android,1,5,0,session_66
224,66,4,1,394,Implant,50,Both,1,5,1,session_66
58,66,4,2,394,Ring,100,Android,3,1,0,session_66
83,66,4,3,394,Card,100,Both,5,1,0,session_66
299,66,5,1,395,Card,100,Both,5,5,0,session_66
257,66,5,2,395,Bracelet,50,Both,3,5,1,session_66
162,66,5,3,395,Ring,50,Android,3,3,0,session_66
76,66,6,1,396,Implant,25,Both,5,1,0,session_66
67,66,6,2,396,Card,50,iOS,3,1,0,session_66
304,66,6,3,396,Implant,25,Android,5,5,1,session_66
20,67,1,1,397,Implant,50,Android,1,1,0,session_67
256,67,1,2,397,Implant,25,Both,3,5,1,session_67
90,67,1,3,397,Ring,50,Android,5,1,0,session_67
132,67,2,1,398,Implant,100,Android,1,3,0,session_67
4,67,2,2,398,Implant,25,Both,1,1,0,session_67
218,67,2,3,398,Ring,25,Both,1,5,1,session_67
217,67,3,1,399,Bracelet,25,Both,1,5,0,session_67
253,67,3,2,399,Bracelet,25,Both,3,5,1,session_67
81,67,3,3,399,Bracelet,100,Both,5,1,0,session_67
213,67,4,1,400,Bracelet,100,iOS,5,3,0,session_67
36,67,4,2,400,Implant,100,iOS,1,1,0,session_67
145,67,4,3,400,Bracelet,25,Both,3,3,1,session_67
249,67,5,1,401,Bracelet,100,iOS,1,5,0,session_67
59,67,5,2,401,Card,100,Android,3,1,0,session_67
69,67,5,3,401,Bracelet,100,iOS,3,1,1,session_67
221,67,6,1,402,Bracelet,50,Both,1,5,1,session_67
137,67,6,2,402,Bracelet,50,iOS,1,3,0,session_67
287,67,6,3,402,Card,100,iOS,3,5,0,session_67
198,68,1,1,403,Ring,50,Android,5,3,1,session_68
297,68,1,2,403,Bracelet,100,Both,5,5,0,session_68
35,68,1,3,403,Card,100,iOS,1,1,0,session_68
73,68,2,1,404,Bracelet,25,Both,5,1,1,session_68
305,68,2,2,404,Bracelet,50,Android,5,5,0,session_68
251,68,2,3,404,Card,100,iOS,1,5,0,session_68
82,68,3,1,405,Ring,100,Both,5,1,0,session_68
175,68,3,2,405,Card,50,iOS,3,3,1,session_68
93,68,3,3,405,Bracelet,100,Android,5,1,0,session_68
234,68,4,1,406,Ring,50,Android,1,5,0,session_68
309,68,4,2,406,Bracelet,100,Android,5,5,0,session_68
272,68,4,3,406,Implant,50,Android,3,5,1,session_68
143,68,5,1,407,Card,100,iOS,1,3,0,session_68
150,68,5,2,407,Ring,50,Both,3,3,0,session_68
136,68,5,3,407,Implant,25,iOS,1,3,1,session_68
321,68,6,1,408,Bracelet,100,iOS,5,5,0,session_68
214,68,6,2,408,Ring,100,iOS,5,3,0,session_68
198,68,6,3,408,Ring,50,Android,5,3,1,session_68
261,69,1,1,409,Bracelet,100,Both,3,5,0,session_69
9,69,1,2,409,Bracelet,100,Both,1,1,0,session_69
287,69,1,3,409,Card,100,iOS,3,5,1,session_69
67,69,2,1,410,Card,50,iOS,3,1,1,session_69
32,69,2,2,410,Implant,50,iOS,1,1,0,session_69
309,69,2,3,410,Bracelet,100,Android,5,5,0,session_69
23,69,3,1,411,Card,100,Android,1,1,0,session_69
82,69,3,2,411,Ring,100,Both,5,1,0,session_69
314,69,3,3,411,Ring,25,iOS,5,5,1,session_69
115,69,4,1,412,Card,50,Both,1,3,0,session_69
281,69,4,2,412,Bracelet,50,iOS,3,5,0,session_69
294,69,4,3,412,Ring,50,Both,5,5,1,session_69
30,69,5,1,413,Ring,50,iOS,1,1,1,session_69
166,69,5,2,413,Ring,100,Android,3,3,0,session_69
132,69,5,3,413,Implant,100,Android,1,3,0,session_69
209,69,6,1,414,Bracelet,50,iOS,5,3,1,session_69
70,69,6,2,414,Ring,100,iOS,3,1,0,session_69
154,69,6,3,414,Ring,100,Both,3,3,0,session_69
39,70,1,1,415,Card,25,Both,3,1,1,session_70
126,70,1,2,415,Ring,50,Android,1,3,0,session_70
231,70,1,3,415,Card,25,Android,1,5,0,session_70
149,70,2,1,416,Bracelet,50,Both,3,3,1,session_70
115,70,2,2,416,Card,50,Both,1,3,0,session_70
17,70,2,3,416,Bracelet,50,Android,1,1,0,session_70
135,70,3,1,417,Card,25,iOS,1,3,0,session_70
195,70,3,2,417,Card,25,Android,5,3,1,session_70
216,70,3,3,417,Implant,100,iOS,5,3,0,session_70
207,70,4,1,418,Card,25,iOS,5,3,1,session_70
280,70,4,2,418,Implant,25,iOS,3,5,0,session_70
87,70,4,3,418,Card,25,Android,5,1,0,session_70
46,70,5,1,419,Ring,100,Both,3,1,0,session_70
27,70,5,2,419,Card,25,iOS,1,1,1,session_70
49,70,5,3,419,Bracelet,25,Android,3,1,0,session_70
136,70,6,1,420,Implant,25,iOS,1,3,0,session_70
225,70,6,2,420,Bracelet,100,Both,1,5,0,session_70
98,70,6,3,420,Ring,25,iOS,5,1,1,session_70
77,71,1,1,421,Bracelet,50,Both,5,1,0,session_71
211,71,1,2,421,Card,50,iOS,5,3,1,session_71
95,71,1,3,421,Card,100,Android,5,1,0,session_71
20,71,2,1,422,Implant,50,Android,1,1,0,session_71
157,71,2,2,422,Bracelet,25,Android,3,3,0,session_71
184,71,2,3,422,Implant,25,Both,5,3,1,session_71
246,71,3,1,423,Ring,50,iOS,1,5,0,session_71
137,71,3,2,423,Bracelet,50,iOS,1,3,0,session_71
208,71,3,3,423,Implant,25,iOS,5,3,1,session_71
213,71,4,1,424,Bracelet,100,iOS,5,3,0,session_71
225,71,4,2,424,Bracelet,100,Both,1,5,0,session_71
255,71,4,3,424,Card,25,Both,3,5,1,session_71
49,71,5,1,425,Bracelet,25,Android,3,1,1,session_71
42,71,5,2,425,Ring,50,Both,3,1,0,session_71
139,71,5,3,425,Card,50,iOS,1,3,0,session_71
65,71,6,1,426,Bracelet,50,iOS,3,1,0,session_71
203,71,6,2,426,Card,100,Android,5,3,0,session_71
113,71,6,3,426,Bracelet,50,Both,1,3,1,session_71
318,72,1,1,427,Ring,50,iOS,5,5,0,session_72
242,72,1,2,427,Ring,25,iOS,1,5,1,session_72
223,72,1,3,427,Card,50,Both,1,5,0,session_72
14,72,2,1,428,Ring,25,Android,1,1,0,session_72
232,72,2,2,428,Implant,25,Android,1,5,0,session_72
37,72,2,3,428,Bracelet,25,Both,3,1,1,session_72
93,72,3,1,429,Bracelet,100,Android,5,1,0,session_72
138,72,3,2,429,Ring,50,iOS,1,3,0,session_72
49,72,3,3,429,Bracelet,25,Android,3,1,1,session_72
52,72,4,1,430,Implant,25,Android,3,1,0,session_72
150,72,4,2,430,Ring,50,Both,3,3,0,session_72
172,72,4,3,430,Implant,25,iOS,3,3,1,session_72
255,72,5,1,431,Card,25,Both,3,5,1,session_72
267,72,5,2,431,Card,25,Android,3,5,0,session_72
274,72,5,3,431,Ring,100,Android,3,5,0,session_72
127,72,6,1,432,Card,50,Android,1,3,0,session_72
140,72,6,2,432,Implant,50,iOS,1,3,0,session_72
199,72,6,3,432,Card,50,Android,5,3,1,session_72
174,73,1,1,433,Ring,50,iOS,3,3,1,session_73
191,73,1,2,433,Card,100,Both,5,3,0,session_73
305,73,1,3,433,Bracelet,50,Android,5,5,0,session_73
30,73,2,1,434,Ring,50,iOS,1,1,0,session_73
198,73,2,2,434,Ring,50,Android,5,3,0,session_73
292,73,2,3,434,Implant,25,Both,5,5,1,session_73
181,73,3,1,435,Bracelet,25,Both,5,3,1,session_73
157,73,3,2,435,Bracelet,25,Android,3,3,0,session_73
293,73,3,3,435,Bracelet,50,Both,5,5,0,session_73
189,73,4,1,436,Bracelet,100,Both,5,3,0,session_73
182,73,4,2,436,Ring,25,Both,5,3,1,session_73
183,73,4,3,436,Card,25,Both,5,3,0,session_73
46,73,5,1,437,Ring,100,Both,3,1,0,session_73
51,73,5,2,437,Card,25,Android,3,1,1,session_73
32,73,5,3,437,Implant,50,iOS,1,1,0,session_73
162,73,6,1,438,Ring,50,Android,3,3,0,session_73
207,73,6,2,438,Card,25,iOS,5,3,1,session_73
266,73,6,3,438,Ring,25,Android,3,5,0,session_73
261,74,1,1,439,Bracelet,100,Both,3,5,0,session_74
183,74,1,2,439,Card,25,Both,5,3,1,session_74
241,74,1,3,439,Bracelet,25,iOS,1,5,0,session_74
122,74,2,1,440,Ring,25,Android,1,3,1,session_74
114,74,2,2,440,Ring,50,Both,1,3,0,session_74
130,74,2,3,440,Ring,100,Android,1,3,0,session_74
255,74,3,1,441,Card,25,Both,3,5,1,session_74
318,74,3,2,441,Ring,50,iOS,5,5,0,session_74
139,74,3,3,441,Card,50,iOS,1,3,0,session_74
320,74,4,1,442,Implant,50,iOS,5,5,0,session_74
101,74,4,2,442,Bracelet,50,iOS,5,1,1,session_74
81,74,4,3,442,Bracelet,100,Both,5,1,0,session_74
238,74,5,1,443,Ring,100,Android,1,5,0,session_74
99,74,5,2,443,Card,25,iOS,5,1,1,session_74
185,74,5,3,443,Bracelet,50,Both,5,3,0,session_74
287,74,6,1,444,Card,100,iOS,3,5,0,session_74
51,74,6,2,444,Card,25,Android,3,1,1,session_74
226,74,6,3,444,Ring,100,Both,1,5,0,session_74
17,75,1,1,445,Bracelet,50,Android,1,1,0,session_75
115,75,1,2,445,Card,50,Both,1,3,0,session_75
318,75,1,3,445,Ring,50,iOS,5,5,1,session_75
122,75,2,1,446,Ring,25,Android,1,3,1,session_75
187,75,2,2,446,Card,50,Both,5,3,0,session_75
186,75,2,3,446,Ring,50,Both,5,3,0,session_75
86,75,3,1,447,Ring,25,Android,5,1,1,session_75
32,75,3,2,447,Implant,50,iOS,1,1,0,session_75
102,75,3,3,447,Ring,50,iOS,5,1,0,session_75
104,75,4,1,448,Implant,50,iOS,5,1,0,session_75
124,75,4,2,448,Implant,25,Android,1,3,1,session_75
129,75,4,3,448,Bracelet,100,Android,1,3,0,session_75
71,75,5,1,449,Card,100,iOS,3,1,0,session_75
324,75,5,2,449,Implant,100,iOS,5,5,1,session_75
36,75,5,3,449,Implant,100,iOS,1,1,0,session_75
75,75,6,1,450,Card,25,Both,5,1,1,session_75
283,75,6,2,450,Card,50,iOS,3,5,0,session_75
42,75,6,3,450,Ring,50,Both,3,1,0,session_75
75,76,1,1,451,Card,25,Both,5,1,1,session_76
33,76,1,2,451,Bracelet,100,iOS,1,1,0,session_76
106,76,1,3,451,Ring,100,iOS,5,1,0,session_76
32,76,2,1,452,Implant,50,iOS,1,1,0,session_76
249,76,2,2,452,Bracelet,100,iOS,1,5,0,session_76
85,76,2,3,452,Bracelet,25,Android,5,1,1,session_76
300,76,3,1,453,Implant,100,Both,5,5,1,session_76
190,76,3,2,453,Ring,100,Both,5,3,0,session_76
96,76,3,3,453,Implant,100,Android,5,1,0,session_76
40,76,4,1,454,Implant,25,Both,3,1,1,session_76
79,76,4,2,454,Card,50,Both,5,1,0,session_76
224,76,4,3,454,Implant,50,Both,1,5,0,session_76
199,76,5,1,455,Card,50,Android,5,3,0,session_76
270,76,5,2,455,Ring,50,Android,3,5,0,session_76
304,76,5,3,455,Implant,25,Android,5,5,1,session_76
89,76,6,1,456,Bracelet,50,Android,5,1,0,session_76
259,76,6,2,456,Card,50,Both,3,5,0,session_76
279,76,6,3,456,Card,25,iOS,3,5,1,session_76
75,77,1,1,457,Card,25,Both,5,1,1,session_77
317,77,1,2,457,Bracelet,50,iOS,5,5,0,session_77
123,77,1,3,457,Card,25,Android,1,3,0,session_77
318,77,2,1,458,Ring,50,iOS,5,5,0,session_77
195,77,2,2,458,Card,25,Android,5,3,0,session_77
255,77,2,3,458,Card,25,Both,3,5,1,session_77
188,77,3,1,459,Implant,50,Both,5,3,0,session_77
49,77,3,2,459,Bracelet,25,Android,3,1,1,session_77
284,77,3,3,459,Implant,50,iOS,3,5,0,session_77
205,77,4,1,460,Bracelet,25,iOS,5,3,1,session_77
300,77,4,2,460,Implant,100,Both,5,5,0,session_77
233,77,4,3,460,Bracelet,50,Android,1,5,0,session_77
307,77,5,1,461,Card,50,Android,5,5,0,session_77
31,77,5,2,461,Card,50,iOS,1,1,0,session_77
230,77,5,3,461,Ring,25,Android,1,5,1,session_77
75,77,6,1,462,Card,25,Both,5,1,1,session_77
185,77,6,2,462,Bracelet,50,Both,5,3,0,session_77
46,77,6,3,462,Ring,100,Both,3,1,0,session_77
307,78,1,1,463,Card,50,Android,5,5,0,session_78
60,78,1,2,463,Implant,100,Android,3,1,0,session_78
318,78,1,3,463,Ring,50,iOS,5,5,1,session_78
311,78,2,1,464,Card,100,Android,5,5,0,session_78
114,78,2,2,464,Ring,50,Both,1,3,0,session_78
278,78,2,3,464,Ring,25,iOS,3,5,1,session_78
245,78,3,1,465,Bracelet,50,iOS,1,5,0,session_78
12,78,3,2,465,Implant,100,Both,1,1,0,session_78
44,78,3,3,465,Implant,50,Both,3,1,1,session_78
317,78,4,1,466,Bracelet,50,iOS,5,5,0,session_78
220,78,4,2,466,Implant,25,Both,1,5,1,session_78
177,78,4,3,466,Bracelet,100,iOS,3,3,0,session_78
172,78,5,1,467,Implant,25,iOS,3,3,1,session_78
322,78,5,2,467,Ring,100,iOS,5,5,0,session_78
165,78,5,3,467,Bracelet,100,Android,3,3,0,session_78
275,78,6,1,468,Card,100,Android,3,5,0,session_78
77,78,6,2,468,Bracelet,50,Both,5,1,0,session_78
103,78,6,3,468,Card,50,iOS,5,1,1,session_78
94,79,1,1,469,Ring,100,Android,5,1,0,session_79
56,79,1,2,469,Implant,50,Android,3,1,1,session_79
144,79,1,3,469,Implant,100,iOS,1,3,0,session_79
108,79,2,1,470,Implant,100,iOS,5,1,0,session_79
102,79,2,2,470,Ring,50,iOS,5,1,1,session_79
56,79,2,3,470,Implant,50,Android,3,1,0,session_79
26,79,3,1,471,Ring,25,iOS,1,1,1,session_79
173,79,3,2,471,Bracelet,50,iOS,3,3,0,session_79
294,79,3,3,471,Ring,50,Both,5,5,0,session_79
10,79,4,1,472,Ring,100,Both,1,1,0,session_79
324,79,4,2,472,Implant,100,iOS,5,5,0,session_79
38,79,4,3,472,Ring,25,Both,3,1,1,session_79
219,79,5,1,473,Card,25,Both,1,5,1,session_79
307,79,5,2,473,Card,50,Android,5,5,0,session_79
215,79,5,3,473,Card,100,iOS,5,3,0,session_79
310,79,6,1,474,Ring,100,Android,5,5,0,session_79
322,79,6,2,474,Ring,100,iOS,5,5,1,session_79
215,79,6,3,474,Card,100,iOS,5,3,0,session_79
147,80,1,1,475,Card,25,Both,3,3,1,session_80
33,80,1,2,475,Bracelet,100,iOS,1,1,0,session_80
294,80,1,3,475,Ring,50,Both,5,5,0,session_80
64,80,2,1,476,Implant,25,iOS,3,1,1,session_80
165,80,2,2,476,Bracelet,100,Android,3,3,0,session_80
199,80,2,3,476,Card,50,Android,5,3,0,session_80
26,80,3,1,477,Ring,25,iOS,1,1,1,session_80
175,80,3,2,477,Card,50,iOS,3,3,0,session_80
229,80,3,3,477,Bracelet,25,Android,1,5,0,session_80
293,80,4,1,478,Bracelet,50,Both,5,5,0,session_80
32,80,4,2,478,Implant,50,iOS,1,1,0,session_80
123,80,4,3,478,Card,25,Android,1,3,1,session_80
45,80,5,1,479,Bracelet,100,Both,3,1,0,session_80
296,80,5,2,479,Implant,50,Both,5,5,0,session_80
243,80,5,3,479,Card,25,iOS,1,5,1,session_80
36,80,6,1,480,Implant,100,iOS,1,1,0,session_80
184,80,6,2,480,Implant,25,Both,5,3,1,session_80
50,80,6,3,480,Ring,25,Android,3,1,0,session_80
68,81,1,1,481,Implant,50,iOS,3,1,0,session_81
40,81,1,2,481,Implant,25,Both,3,1,1,session_81
284,81,1,3,481,Implant,50,iOS,3,5,0,session_81
310,81,2,1,482,Ring,100,Android,5,5,0,session_81
55,81,2,2,482,Card,50,Android,3,1,0,session_81
121,81,2,3,482,Bracelet,25,Android,1,3,1,session_81
164,81,3,1,483,Implant,50,Android,3,3,0,session_81
302,81,3,2,483,Ring,25,Android,5,5,1,session_81
