session_id,respID,qID,profileID,altID,obsID,choice,time_total,time_cbc_total,time_min_total,time_min_cbc,price,capacity,range,type,compatability
7909624a7cd61db25e5210f2e5fb76f6,36,1,148,1,211,1,224,33,3.7333333333333334,0.55,25,3,0.5,Card,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,1,67,2,211,0,224,33,3.7333333333333334,0.55,50,3,0.1,Bracelet,iOS/Android
7909624a7cd61db25e5210f2e5fb76f6,36,1,190,3,211,0,224,33,3.7333333333333334,0.55,100,5,0.5,Ring,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,2,78,1,212,0,224,33,3.7333333333333334,0.55,50,5,0.1,Ring,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,2,226,2,212,0,224,33,3.7333333333333334,0.55,100,1,1,Ring,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,2,207,3,212,1,224,33,3.7333333333333334,0.55,25,5,0.5,Bracelet,iOS/Android
7909624a7cd61db25e5210f2e5fb76f6,36,3,148,1,213,0,224,33,3.7333333333333334,0.55,25,3,0.5,Card,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,3,297,2,213,0,224,33,3.7333333333333334,0.55,100,5,1,Implantable,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,3,167,3,213,1,224,33,3.7333333333333334,0.55,100,3,0.5,Bracelet,Android
7909624a7cd61db25e5210f2e5fb76f6,36,4,173,1,214,0,224,33,3.7333333333333334,0.55,50,3,0.5,Implantable,iOS/Android
7909624a7cd61db25e5210f2e5fb76f6,36,4,83,2,214,1,224,33,3.7333333333333334,0.55,100,5,0.1,Bracelet,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,4,57,3,214,0,224,33,3.7333333333333334,0.55,100,3,0.1,Implantable,Android
7909624a7cd61db25e5210f2e5fb76f6,36,5,231,1,215,0,224,33,3.7333333333333334,0.55,25,1,1,Bracelet,Android
7909624a7cd61db25e5210f2e5fb76f6,36,5,212,2,215,1,224,33,3.7333333333333334,0.55,50,5,0.5,Card,iOS/Android
7909624a7cd61db25e5210f2e5fb76f6,36,5,296,3,215,0,224,33,3.7333333333333334,0.55,50,5,1,Card,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,6,37,1,216,1,224,33,3.7333333333333334,0.55,25,3,0.1,Implantable,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,6,217,2,216,0,224,33,3.7333333333333334,0.55,25,1,1,Implantable,iOS
7909624a7cd61db25e5210f2e5fb76f6,36,6,254,3,216,0,224,33,3.7333333333333334,0.55,25,3,1,Ring,iOS
87af770feee0c7e8ada33d8c58de2435,37,1,158,1,217,0,130,49,2.1666666666666665,0.8166666666666667,25,3,0.5,Ring,Android
87af770feee0c7e8ada33d8c58de2435,37,1,4,2,217,0,130,49,2.1666666666666665,0.8166666666666667,25,1,0.1,Card,iOS
87af770feee0c7e8ada33d8c58de2435,37,1,83,3,217,1,130,49,2.1666666666666665,0.8166666666666667,100,5,0.1,Bracelet,iOS
87af770feee0c7e8ada33d8c58de2435,37,2,219,1,218,1,130,49,2.1666666666666665,0.8166666666666667,25,1,1,Bracelet,iOS
87af770feee0c7e8ada33d8c58de2435,37,2,287,2,218,0,130,49,2.1666666666666665,0.8166666666666667,100,3,1,Bracelet,iOS/Android
87af770feee0c7e8ada33d8c58de2435,37,2,52,3,218,0,130,49,2.1666666666666665,0.8166666666666667,25,3,0.1,Card,Android
87af770feee0c7e8ada33d8c58de2435,37,3,267,1,219,1,130,49,2.1666666666666665,0.8166666666666667,25,3,1,Bracelet,Android
87af770feee0c7e8ada33d8c58de2435,37,3,174,2,219,0,130,49,2.1666666666666665,0.8166666666666667,50,3,0.5,Ring,iOS/Android
87af770feee0c7e8ada33d8c58de2435,37,3,122,3,219,0,130,49,2.1666666666666665,0.8166666666666667,25,1,0.5,Ring,Android
87af770feee0c7e8ada33d8c58de2435,37,4,29,1,220,0,130,49,2.1666666666666665,0.8166666666666667,50,1,0.1,Implantable,iOS/Android
87af770feee0c7e8ada33d8c58de2435,37,4,119,2,220,1,130,49,2.1666666666666665,0.8166666666666667,100,1,0.5,Bracelet,iOS
87af770feee0c7e8ada33d8c58de2435,37,4,26,3,220,0,130,49,2.1666666666666665,0.8166666666666667,25,1,0.1,Ring,iOS/Android
87af770feee0c7e8ada33d8c58de2435,37,5,253,1,221,0,130,49,2.1666666666666665,0.8166666666666667,25,3,1,Implantable,iOS
87af770feee0c7e8ada33d8c58de2435,37,5,235,2,221,1,130,49,2.1666666666666665,0.8166666666666667,50,1,1,Bracelet,Android
87af770feee0c7e8ada33d8c58de2435,37,5,36,3,221,0,130,49,2.1666666666666665,0.8166666666666667,100,1,0.1,Card,iOS/Android
87af770feee0c7e8ada33d8c58de2435,37,6,117,1,222,0,130,49,2.1666666666666665,0.8166666666666667,100,1,0.5,Implantable,iOS
87af770feee0c7e8ada33d8c58de2435,37,6,166,2,222,0,130,49,2.1666666666666665,0.8166666666666667,100,3,0.5,Ring,Android
87af770feee0c7e8ada33d8c58de2435,37,6,235,3,222,1,130,49,2.1666666666666665,0.8166666666666667,50,1,1,Bracelet,Android
f3757f098d615c9f48deb394a6a6851a,38,1,256,1,223,0,292,53,4.866666666666666,0.8833333333333333,25,3,1,Card,iOS
f3757f098d615c9f48deb394a6a6851a,38,1,61,2,223,1,292,53,4.866666666666666,0.8833333333333333,25,3,0.1,Implantable,iOS/Android
f3757f098d615c9f48deb394a6a6851a,38,1,27,3,223,0,292,53,4.866666666666666,0.8833333333333333,25,1,0.1,Bracelet,iOS/Android
f3757f098d615c9f48deb394a6a6851a,38,2,137,1,224,0,292,53,4.866666666666666,0.8833333333333333,50,1,0.5,Implantable,iOS/Android
f3757f098d615c9f48deb394a6a6851a,38,2,255,2,224,1,292,53,4.866666666666666,0.8833333333333333,25,3,1,Bracelet,iOS
f3757f098d615c9f48deb394a6a6851a,38,2,180,3,224,0,292,53,4.866666666666666,0.8833333333333333,100,3,0.5,Card,iOS/Android
f3757f098d615c9f48deb394a6a6851a,38,3,57,1,225,0,292,53,4.866666666666666,0.8833333333333333,100,3,0.1,Implantable,Android
f3757f098d615c9f48deb394a6a6851a,38,3,38,2,225,0,292,53,4.866666666666666,0.8833333333333333,25,3,0.1,Ring,iOS
f3757f098d615c9f48deb394a6a6851a,38,3,42,3,225,1,292,53,4.866666666666666,0.8833333333333333,50,3,0.1,Ring,iOS
f3757f098d615c9f48deb394a6a6851a,38,4,289,1,226,1,292,53,4.866666666666666,0.8833333333333333,25,5,1,Implantable,iOS
f3757f098d615c9f48deb394a6a6851a,38,4,271,2,226,0,292,53,4.866666666666666,0.8833333333333333,50,3,1,Bracelet,Android
f3757f098d615c9f48deb394a6a6851a,38,4,21,3,226,0,292,53,4.866666666666666,0.8833333333333333,100,1,0.1,Implantable,Android
f3757f098d615c9f48deb394a6a6851a,38,5,51,1,227,1,292,53,4.866666666666666,0.8833333333333333,25,3,0.1,Bracelet,Android
f3757f098d615c9f48deb394a6a6851a,38,5,221,2,227,0,292,53,4.866666666666666,0.8833333333333333,50,1,1,Implantable,iOS
f3757f098d615c9f48deb394a6a6851a,38,5,130,3,227,0,292,53,4.866666666666666,0.8833333333333333,100,1,0.5,Ring,Android
f3757f098d615c9f48deb394a6a6851a,38,6,9,1,228,0,292,53,4.866666666666666,0.8833333333333333,100,1,0.1,Implantable,iOS
f3757f098d615c9f48deb394a6a6851a,38,6,103,2,228,0,292,53,4.866666666666666,0.8833333333333333,50,5,0.1,Bracelet,iOS/Android
f3757f098d615c9f48deb394a6a6851a,38,6,212,3,228,1,292,53,4.866666666666666,0.8833333333333333,50,5,0.5,Card,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,1,159,1,229,0,539,59,8.983333333333333,0.9833333333333333,25,3,0.5,Bracelet,Android
efe595b71d36bbec17da42e4f2a7c888,39,1,157,2,229,1,539,59,8.983333333333333,0.9833333333333333,25,3,0.5,Implantable,Android
efe595b71d36bbec17da42e4f2a7c888,39,1,200,3,229,0,539,59,8.983333333333333,0.9833333333333333,50,5,0.5,Card,Android
efe595b71d36bbec17da42e4f2a7c888,39,2,86,1,230,0,539,59,8.983333333333333,0.9833333333333333,25,5,0.1,Ring,Android
efe595b71d36bbec17da42e4f2a7c888,39,2,233,2,230,0,539,59,8.983333333333333,0.9833333333333333,50,1,1,Implantable,Android
efe595b71d36bbec17da42e4f2a7c888,39,2,283,3,230,1,539,59,8.983333333333333,0.9833333333333333,50,3,1,Bracelet,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,3,25,1,231,1,539,59,8.983333333333333,0.9833333333333333,25,1,0.1,Implantable,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,3,68,2,231,0,539,59,8.983333333333333,0.9833333333333333,50,3,0.1,Card,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,3,26,3,231,0,539,59,8.983333333333333,0.9833333333333333,25,1,0.1,Ring,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,4,124,1,232,0,539,59,8.983333333333333,0.9833333333333333,25,1,0.5,Card,Android
efe595b71d36bbec17da42e4f2a7c888,39,4,60,2,232,0,539,59,8.983333333333333,0.9833333333333333,100,3,0.1,Card,Android
efe595b71d36bbec17da42e4f2a7c888,39,4,216,3,232,1,539,59,8.983333333333333,0.9833333333333333,100,5,0.5,Card,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,5,270,1,233,0,539,59,8.983333333333333,0.9833333333333333,50,3,1,Ring,Android
efe595b71d36bbec17da42e4f2a7c888,39,5,128,2,233,1,539,59,8.983333333333333,0.9833333333333333,50,1,0.5,Card,Android
efe595b71d36bbec17da42e4f2a7c888,39,5,264,3,233,0,539,59,8.983333333333333,0.9833333333333333,100,3,1,Card,iOS
efe595b71d36bbec17da42e4f2a7c888,39,6,244,1,234,1,539,59,8.983333333333333,0.9833333333333333,25,1,1,Card,iOS/Android
efe595b71d36bbec17da42e4f2a7c888,39,6,253,2,234,0,539,59,8.983333333333333,0.9833333333333333,25,3,1,Implantable,iOS
efe595b71d36bbec17da42e4f2a7c888,39,6,88,3,234,0,539,59,8.983333333333333,0.9833333333333333,25,5,0.1,Card,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,1,222,1,235,0,328,92,5.466666666666667,1.5333333333333334,50,1,1,Ring,iOS
a14152e9f83ec1e2b29d33d89a42ffff,40,1,122,2,235,1,328,92,5.466666666666667,1.5333333333333334,25,1,0.5,Ring,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,1,174,3,235,0,328,92,5.466666666666667,1.5333333333333334,50,3,0.5,Ring,iOS/Android
a14152e9f83ec1e2b29d33d89a42ffff,40,2,62,1,236,0,328,92,5.466666666666667,1.5333333333333334,25,3,0.1,Ring,iOS/Android
a14152e9f83ec1e2b29d33d89a42ffff,40,2,183,2,236,1,328,92,5.466666666666667,1.5333333333333334,25,5,0.5,Bracelet,iOS
a14152e9f83ec1e2b29d33d89a42ffff,40,2,184,3,236,0,328,92,5.466666666666667,1.5333333333333334,25,5,0.5,Card,iOS
a14152e9f83ec1e2b29d33d89a42ffff,40,3,93,1,237,0,328,92,5.466666666666667,1.5333333333333334,100,5,0.1,Implantable,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,3,228,2,237,0,328,92,5.466666666666667,1.5333333333333334,100,1,1,Card,iOS
a14152e9f83ec1e2b29d33d89a42ffff,40,3,131,3,237,1,328,92,5.466666666666667,1.5333333333333334,100,1,0.5,Bracelet,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,4,58,1,238,1,328,92,5.466666666666667,1.5333333333333334,100,3,0.1,Ring,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,4,196,2,238,0,328,92,5.466666666666667,1.5333333333333334,25,5,0.5,Card,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,4,3,3,238,0,328,92,5.466666666666667,1.5333333333333334,25,1,0.1,Bracelet,iOS
a14152e9f83ec1e2b29d33d89a42ffff,40,5,232,1,239,0,328,92,5.466666666666667,1.5333333333333334,25,1,1,Card,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,5,180,2,239,1,328,92,5.466666666666667,1.5333333333333334,100,3,0.5,Card,iOS/Android
a14152e9f83ec1e2b29d33d89a42ffff,40,5,190,3,239,0,328,92,5.466666666666667,1.5333333333333334,100,5,0.5,Ring,iOS
a14152e9f83ec1e2b29d33d89a42ffff,40,6,311,1,240,0,328,92,5.466666666666667,1.5333333333333334,100,5,1,Bracelet,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,6,166,2,240,1,328,92,5.466666666666667,1.5333333333333334,100,3,0.5,Ring,Android
a14152e9f83ec1e2b29d33d89a42ffff,40,6,131,3,240,0,328,92,5.466666666666667,1.5333333333333334,100,1,0.5,Bracelet,Android
abbed8f0d9cb5d8035d1b411b4793f94,41,1,84,1,241,1,321,99,5.35,1.65,100,5,0.1,Card,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,1,307,2,241,0,321,99,5.35,1.65,50,5,1,Bracelet,Android
abbed8f0d9cb5d8035d1b411b4793f94,41,1,247,3,241,0,321,99,5.35,1.65,50,1,1,Bracelet,iOS/Android
abbed8f0d9cb5d8035d1b411b4793f94,41,2,201,1,242,1,321,99,5.35,1.65,100,5,0.5,Implantable,Android
abbed8f0d9cb5d8035d1b411b4793f94,41,2,9,2,242,0,321,99,5.35,1.65,100,1,0.1,Implantable,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,2,286,3,242,0,321,99,5.35,1.65,100,3,1,Ring,iOS/Android
abbed8f0d9cb5d8035d1b411b4793f94,41,3,259,1,243,0,321,99,5.35,1.65,50,3,1,Bracelet,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,3,82,2,243,0,321,99,5.35,1.65,100,5,0.1,Ring,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,3,285,3,243,1,321,99,5.35,1.65,100,3,1,Implantable,iOS/Android
abbed8f0d9cb5d8035d1b411b4793f94,41,4,285,1,244,0,321,99,5.35,1.65,100,3,1,Implantable,iOS/Android
abbed8f0d9cb5d8035d1b411b4793f94,41,4,110,2,244,0,321,99,5.35,1.65,25,1,0.5,Ring,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,4,44,3,244,1,321,99,5.35,1.65,50,3,0.1,Card,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,5,173,1,245,1,321,99,5.35,1.65,50,3,0.5,Implantable,iOS/Android
abbed8f0d9cb5d8035d1b411b4793f94,41,5,147,2,245,0,321,99,5.35,1.65,25,3,0.5,Bracelet,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,5,131,3,245,0,321,99,5.35,1.65,100,1,0.5,Bracelet,Android
abbed8f0d9cb5d8035d1b411b4793f94,41,6,258,1,246,0,321,99,5.35,1.65,50,3,1,Ring,iOS
abbed8f0d9cb5d8035d1b411b4793f94,41,6,265,2,246,1,321,99,5.35,1.65,25,3,1,Implantable,Android
abbed8f0d9cb5d8035d1b411b4793f94,41,6,227,3,246,0,321,99,5.35,1.65,100,1,1,Bracelet,iOS
610e49d136ab233e98f9903065f10f60,42,1,270,1,247,0,154,62,2.566666666666667,1.0333333333333334,50,3,1,Ring,Android
610e49d136ab233e98f9903065f10f60,42,1,184,2,247,1,154,62,2.566666666666667,1.0333333333333334,25,5,0.5,Card,iOS
610e49d136ab233e98f9903065f10f60,42,1,219,3,247,0,154,62,2.566666666666667,1.0333333333333334,25,1,1,Bracelet,iOS
610e49d136ab233e98f9903065f10f60,42,2,260,1,248,1,154,62,2.566666666666667,1.0333333333333334,50,3,1,Card,iOS
610e49d136ab233e98f9903065f10f60,42,2,207,2,248,0,154,62,2.566666666666667,1.0333333333333334,25,5,0.5,Bracelet,iOS/Android
610e49d136ab233e98f9903065f10f60,42,2,71,3,248,0,154,62,2.566666666666667,1.0333333333333334,100,3,0.1,Bracelet,iOS/Android
610e49d136ab233e98f9903065f10f60,42,3,135,1,249,0,154,62,2.566666666666667,1.0333333333333334,25,1,0.5,Bracelet,iOS/Android
610e49d136ab233e98f9903065f10f60,42,3,274,2,249,0,154,62,2.566666666666667,1.0333333333333334,100,3,1,Ring,Android
610e49d136ab233e98f9903065f10f60,42,3,154,3,249,1,154,62,2.566666666666667,1.0333333333333334,100,3,0.5,Ring,iOS
610e49d136ab233e98f9903065f10f60,42,4,43,1,250,0,154,62,2.566666666666667,1.0333333333333334,50,3,0.1,Bracelet,iOS
610e49d136ab233e98f9903065f10f60,42,4,251,2,250,0,154,62,2.566666666666667,1.0333333333333334,100,1,1,Bracelet,iOS/Android
610e49d136ab233e98f9903065f10f60,42,4,92,3,250,1,154,62,2.566666666666667,1.0333333333333334,50,5,0.1,Card,Android
610e49d136ab233e98f9903065f10f60,42,5,24,1,251,0,154,62,2.566666666666667,1.0333333333333334,100,1,0.1,Card,Android
610e49d136ab233e98f9903065f10f60,42,5,29,2,251,0,154,62,2.566666666666667,1.0333333333333334,50,1,0.1,Implantable,iOS/Android
610e49d136ab233e98f9903065f10f60,42,5,144,3,251,1,154,62,2.566666666666667,1.0333333333333334,100,1,0.5,Card,iOS/Android
610e49d136ab233e98f9903065f10f60,42,6,18,1,252,0,154,62,2.566666666666667,1.0333333333333334,50,1,0.1,Ring,Android
610e49d136ab233e98f9903065f10f60,42,6,267,2,252,0,154,62,2.566666666666667,1.0333333333333334,25,3,1,Bracelet,Android
610e49d136ab233e98f9903065f10f60,42,6,312,3,252,1,154,62,2.566666666666667,1.0333333333333334,100,5,1,Card,Android
00155ec9ff3f33d2e787b3a394c1fb13,43,1,188,1,253,0,219,30,3.65,0.5,50,5,0.5,Card,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,1,298,2,253,0,219,30,3.65,0.5,100,5,1,Ring,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,1,14,3,253,1,219,30,3.65,0.5,25,1,0.1,Ring,Android
00155ec9ff3f33d2e787b3a394c1fb13,43,2,38,1,254,0,219,30,3.65,0.5,25,3,0.1,Ring,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,2,216,2,254,0,219,30,3.65,0.5,100,5,0.5,Card,iOS/Android
00155ec9ff3f33d2e787b3a394c1fb13,43,2,169,3,254,1,219,30,3.65,0.5,25,3,0.5,Implantable,iOS/Android
00155ec9ff3f33d2e787b3a394c1fb13,43,3,11,1,255,0,219,30,3.65,0.5,100,1,0.1,Bracelet,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,3,270,2,255,1,219,30,3.65,0.5,50,3,1,Ring,Android
00155ec9ff3f33d2e787b3a394c1fb13,43,3,63,3,255,0,219,30,3.65,0.5,25,3,0.1,Bracelet,iOS/Android
00155ec9ff3f33d2e787b3a394c1fb13,43,4,150,1,256,1,219,30,3.65,0.5,50,3,0.5,Ring,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,4,269,2,256,0,219,30,3.65,0.5,50,3,1,Implantable,Android
00155ec9ff3f33d2e787b3a394c1fb13,43,4,262,3,256,0,219,30,3.65,0.5,100,3,1,Ring,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,5,191,1,257,0,219,30,3.65,0.5,100,5,0.5,Bracelet,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,5,5,2,257,0,219,30,3.65,0.5,50,1,0.1,Implantable,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,5,202,3,257,1,219,30,3.65,0.5,100,5,0.5,Ring,Android
00155ec9ff3f33d2e787b3a394c1fb13,43,6,112,1,258,1,219,30,3.65,0.5,25,1,0.5,Card,iOS
00155ec9ff3f33d2e787b3a394c1fb13,43,6,316,2,258,0,219,30,3.65,0.5,25,5,1,Card,iOS/Android
00155ec9ff3f33d2e787b3a394c1fb13,43,6,225,3,258,0,219,30,3.65,0.5,100,1,1,Implantable,iOS
8347c2488b0563a38a2e941576d60fc4,44,1,201,1,259,1,255,47,4.25,0.7833333333333333,100,5,0.5,Implantable,Android
8347c2488b0563a38a2e941576d60fc4,44,1,203,2,259,0,255,47,4.25,0.7833333333333333,100,5,0.5,Bracelet,Android
8347c2488b0563a38a2e941576d60fc4,44,1,287,3,259,0,255,47,4.25,0.7833333333333333,100,3,1,Bracelet,iOS/Android
8347c2488b0563a38a2e941576d60fc4,44,2,192,1,260,0,255,47,4.25,0.7833333333333333,100,5,0.5,Card,iOS
8347c2488b0563a38a2e941576d60fc4,44,2,2,2,260,1,255,47,4.25,0.7833333333333333,25,1,0.1,Ring,iOS
8347c2488b0563a38a2e941576d60fc4,44,2,13,3,260,0,255,47,4.25,0.7833333333333333,25,1,0.1,Implantable,Android
8347c2488b0563a38a2e941576d60fc4,44,3,128,1,261,0,255,47,4.25,0.7833333333333333,50,1,0.5,Card,Android
8347c2488b0563a38a2e941576d60fc4,44,3,73,2,261,0,255,47,4.25,0.7833333333333333,25,5,0.1,Implantable,iOS
8347c2488b0563a38a2e941576d60fc4,44,3,248,3,261,1,255,47,4.25,0.7833333333333333,50,1,1,Card,iOS/Android
8347c2488b0563a38a2e941576d60fc4,44,4,309,1,262,0,255,47,4.25,0.7833333333333333,100,5,1,Implantable,Android
8347c2488b0563a38a2e941576d60fc4,44,4,91,2,262,0,255,47,4.25,0.7833333333333333,50,5,0.1,Bracelet,Android
8347c2488b0563a38a2e941576d60fc4,44,4,245,3,262,1,255,47,4.25,0.7833333333333333,50,1,1,Implantable,iOS/Android
8347c2488b0563a38a2e941576d60fc4,44,5,7,1,263,1,255,47,4.25,0.7833333333333333,50,1,0.1,Bracelet,iOS
8347c2488b0563a38a2e941576d60fc4,44,5,41,2,263,0,255,47,4.25,0.7833333333333333,50,3,0.1,Implantable,iOS
8347c2488b0563a38a2e941576d60fc4,44,5,13,3,263,0,255,47,4.25,0.7833333333333333,25,1,0.1,Implantable,Android
8347c2488b0563a38a2e941576d60fc4,44,6,128,1,264,1,255,47,4.25,0.7833333333333333,50,1,0.5,Card,Android
8347c2488b0563a38a2e941576d60fc4,44,6,289,2,264,0,255,47,4.25,0.7833333333333333,25,5,1,Implantable,iOS
8347c2488b0563a38a2e941576d60fc4,44,6,94,3,264,0,255,47,4.25,0.7833333333333333,100,5,0.1,Ring,Android
c8452f124446246a0f8df40ad168e1a5,45,1,222,1,265,0,2059,81,34.31666666666667,1.35,50,1,1,Ring,iOS
c8452f124446246a0f8df40ad168e1a5,45,1,259,2,265,1,2059,81,34.31666666666667,1.35,50,3,1,Bracelet,iOS
c8452f124446246a0f8df40ad168e1a5,45,1,124,3,265,0,2059,81,34.31666666666667,1.35,25,1,0.5,Card,Android
c8452f124446246a0f8df40ad168e1a5,45,2,40,1,266,0,2059,81,34.31666666666667,1.35,25,3,0.1,Card,iOS
c8452f124446246a0f8df40ad168e1a5,45,2,179,2,266,1,2059,81,34.31666666666667,1.35,100,3,0.5,Bracelet,iOS/Android
c8452f124446246a0f8df40ad168e1a5,45,2,58,3,266,0,2059,81,34.31666666666667,1.35,100,3,0.1,Ring,Android
c8452f124446246a0f8df40ad168e1a5,45,3,158,1,267,0,2059,81,34.31666666666667,1.35,25,3,0.5,Ring,Android
c8452f124446246a0f8df40ad168e1a5,45,3,19,2,267,0,2059,81,34.31666666666667,1.35,50,1,0.1,Bracelet,Android
c8452f124446246a0f8df40ad168e1a5,45,3,150,3,267,1,2059,81,34.31666666666667,1.35,50,3,0.5,Ring,iOS
c8452f124446246a0f8df40ad168e1a5,45,4,148,1,268,0,2059,81,34.31666666666667,1.35,25,3,0.5,Card,iOS
c8452f124446246a0f8df40ad168e1a5,45,4,173,2,268,0,2059,81,34.31666666666667,1.35,50,3,0.5,Implantable,iOS/Android
c8452f124446246a0f8df40ad168e1a5,45,4,64,3,268,1,2059,81,34.31666666666667,1.35,25,3,0.1,Card,iOS/Android
c8452f124446246a0f8df40ad168e1a5,45,5,30,1,269,0,2059,81,34.31666666666667,1.35,50,1,0.1,Ring,iOS/Android
c8452f124446246a0f8df40ad168e1a5,45,5,166,2,269,0,2059,81,34.31666666666667,1.35,100,3,0.5,Ring,Android
c8452f124446246a0f8df40ad168e1a5,45,5,202,3,269,1,2059,81,34.31666666666667,1.35,100,5,0.5,Ring,Android
c8452f124446246a0f8df40ad168e1a5,45,6,201,1,270,0,2059,81,34.31666666666667,1.35,100,5,0.5,Implantable,Android
c8452f124446246a0f8df40ad168e1a5,45,6,96,2,270,1,2059,81,34.31666666666667,1.35,100,5,0.1,Card,Android
c8452f124446246a0f8df40ad168e1a5,45,6,28,3,270,0,2059,81,34.31666666666667,1.35,25,1,0.1,Card,iOS/Android
265b4a12a73457ed93c8730b482660a2,46,1,262,1,271,0,153,16,2.55,0.26666666666666666,100,3,1,Ring,iOS
265b4a12a73457ed93c8730b482660a2,46,1,304,2,271,1,153,16,2.55,0.26666666666666666,25,5,1,Card,Android
265b4a12a73457ed93c8730b482660a2,46,1,163,3,271,0,153,16,2.55,0.26666666666666666,50,3,0.5,Bracelet,Android
265b4a12a73457ed93c8730b482660a2,46,2,142,1,272,1,153,16,2.55,0.26666666666666666,100,1,0.5,Ring,iOS/Android
265b4a12a73457ed93c8730b482660a2,46,2,205,2,272,0,153,16,2.55,0.26666666666666666,25,5,0.5,Implantable,iOS/Android
265b4a12a73457ed93c8730b482660a2,46,2,94,3,272,0,153,16,2.55,0.26666666666666666,100,5,0.1,Ring,Android
265b4a12a73457ed93c8730b482660a2,46,3,128,1,273,0,153,16,2.55,0.26666666666666666,50,1,0.5,Card,Android
265b4a12a73457ed93c8730b482660a2,46,3,298,2,273,1,153,16,2.55,0.26666666666666666,100,5,1,Ring,iOS
265b4a12a73457ed93c8730b482660a2,46,3,263,3,273,0,153,16,2.55,0.26666666666666666,100,3,1,Bracelet,iOS
265b4a12a73457ed93c8730b482660a2,46,4,193,1,274,0,153,16,2.55,0.26666666666666666,25,5,0.5,Implantable,Android
265b4a12a73457ed93c8730b482660a2,46,4,184,2,274,1,153,16,2.55,0.26666666666666666,25,5,0.5,Card,iOS
265b4a12a73457ed93c8730b482660a2,46,4,103,3,274,0,153,16,2.55,0.26666666666666666,50,5,0.1,Bracelet,iOS/Android
265b4a12a73457ed93c8730b482660a2,46,5,182,1,275,0,153,16,2.55,0.26666666666666666,25,5,0.5,Ring,iOS
265b4a12a73457ed93c8730b482660a2,46,5,237,2,275,1,153,16,2.55,0.26666666666666666,100,1,1,Implantable,Android
265b4a12a73457ed93c8730b482660a2,46,5,297,3,275,0,153,16,2.55,0.26666666666666666,100,5,1,Implantable,iOS
265b4a12a73457ed93c8730b482660a2,46,6,324,1,276,0,153,16,2.55,0.26666666666666666,100,5,1,Card,iOS/Android
265b4a12a73457ed93c8730b482660a2,46,6,291,2,276,1,153,16,2.55,0.26666666666666666,25,5,1,Bracelet,iOS
265b4a12a73457ed93c8730b482660a2,46,6,242,3,276,0,153,16,2.55,0.26666666666666666,25,1,1,Ring,iOS/Android
9dc9c9067057898f34f10cabc98ee293,47,1,244,1,277,0,139,22,2.316666666666667,0.36666666666666664,25,1,1,Card,iOS/Android
9dc9c9067057898f34f10cabc98ee293,47,1,149,2,277,0,139,22,2.316666666666667,0.36666666666666664,50,3,0.5,Implantable,iOS
9dc9c9067057898f34f10cabc98ee293,47,1,92,3,277,1,139,22,2.316666666666667,0.36666666666666664,50,5,0.1,Card,Android
9dc9c9067057898f34f10cabc98ee293,47,2,140,1,278,0,139,22,2.316666666666667,0.36666666666666664,50,1,0.5,Card,iOS/Android
9dc9c9067057898f34f10cabc98ee293,47,2,323,2,278,1,139,22,2.316666666666667,0.36666666666666664,100,5,1,Bracelet,iOS/Android
9dc9c9067057898f34f10cabc98ee293,47,2,150,3,278,0,139,22,2.316666666666667,0.36666666666666664,50,3,0.5,Ring,iOS
