"session_id","time_start","time_end","completion_code","respID","browser","ip_address","consent_age","consent_understand","rfid_familiar","screenout","needles","cbc_q1","cbc_q2","cbc_q3","cbc_q4","cbc_q5","cbc_q6","year_of_birth","gender","feedback","time_q_consent_age","time_q_consent_understand","time_q_rfid_familiar","time_q_screenout","time_q_needles","time_q_cbc_q1","time_q_cbc_q2","time_q_cbc_q3","time_q_cbc_q4","time_q_cbc_q5","time_q_cbc_q6","time_q_year_of_birth","time_q_gender","time_q_feedback","time_p_welcome","time_p_consent","time_p_RFID_Familiarity","time_p_rfid_info","time_p_screening","time_p_needles_page","time_p_educational","time_p_cbc_intro","time_p_cbc_q1_page","time_p_cbc_q2_page","time_p_cbc_q3_page","time_p_cbc_q4_page","time_p_cbc_q5_page","time_p_cbc_q6_page","time_p_demographics","time_p_end_normal","time_p_end_consent","time_p_end_screenout","current_page"
"8347c2488b0563a38a2e941576d60fc4","2025-11-25 06:15:51 UTC","2025-11-25 06:20:06 UTC","3802210862","423","Chrome v142, Windows","71.127.214.44","yes","yes","yes","red","red","option_1","option_2","option_3","option_3","option_1","option_1","1980","woman","i do not have any at this time","2025-11-25 06:16:03 UTC","2025-11-25 06:16:10 UTC","2025-11-25 06:16:15 UTC","2025-11-25 06:16:25 UTC","2025-11-25 06:16:30 UTC","2025-11-25 06:17:08 UTC","2025-11-25 06:17:18 UTC","2025-11-25 06:17:30 UTC","2025-11-25 06:17:41 UTC","2025-11-25 06:17:47 UTC","2025-11-25 06:18:00 UTC","2025-11-25 06:18:13 UTC","2025-11-25 06:18:16 UTC","2025-11-25 06:18:49 UTC","2025-11-25 06:15:51 UTC","2025-11-25 06:16:01 UTC","2025-11-25 06:16:12 UTC",NA,"2025-11-25 06:16:17 UTC","2025-11-25 06:16:27 UTC","2025-11-25 06:16:32 UTC","2025-11-25 06:16:55 UTC","2025-11-25 06:17:01 UTC","2025-11-25 06:17:11 UTC","2025-11-25 06:17:21 UTC","2025-11-25 06:17:32 UTC","2025-11-25 06:17:42 UTC","2025-11-25 06:17:48 UTC","2025-11-25 06:18:01 UTC","2025-11-25 06:18:50 UTC",NA,NA,"end_normal"
"a1da17f813f966df2d943eacbface78a","2025-11-25 06:21:28 UTC","2025-11-25 06:25:31 UTC","7295951816","245","Chrome v142, Windows","162.192.110.3","yes","yes","yes","red","blue","option_1","option_3","option_3","option_2","option_3","option_3","1984","man","N/A","2025-11-25 06:22:35 UTC","2025-11-25 06:22:36 UTC","2025-11-25 06:22:39 UTC","2025-11-25 06:22:42 UTC","2025-11-25 06:22:51 UTC","2025-11-25 06:23:28 UTC","2025-11-25 06:23:41 UTC","2025-11-25 06:23:55 UTC","2025-11-25 06:24:06 UTC","2025-11-25 06:24:42 UTC","2025-11-25 06:24:47 UTC","2025-11-25 06:24:53 UTC","2025-11-25 06:24:55 UTC","2025-11-25 06:25:02 UTC","2025-11-25 06:21:28 UTC","2025-11-25 06:21:47 UTC","2025-11-25 06:22:37 UTC",NA,"2025-11-25 06:22:40 UTC","2025-11-25 06:22:43 UTC","2025-11-25 06:22:53 UTC","2025-11-25 06:23:08 UTC","2025-11-25 06:23:09 UTC","2025-11-25 06:23:32 UTC","2025-11-25 06:23:46 UTC","2025-11-25 06:23:58 UTC","2025-11-25 06:24:07 UTC","2025-11-25 06:24:44 UTC","2025-11-25 06:24:51 UTC","2025-11-25 06:25:10 UTC",NA,NA,"end_normal"
"c8452f124446246a0f8df40ad168e1a5","2025-11-25 06:20:28 UTC","2025-11-25 06:54:47 UTC","1007644499","4","Chrome v142, Windows","172.59.221.6","yes","yes","yes","red","red","option_2","option_2","option_3","option_3","option_3","option_2","1983","woman","no comments","2025-11-25 06:20:44 UTC","2025-11-25 06:20:45 UTC","2025-11-25 06:20:51 UTC","2025-11-25 06:23:18 UTC","2025-11-25 06:23:32 UTC","2025-11-25 06:27:26 UTC","2025-11-25 06:27:38 UTC","2025-11-25 06:28:19 UTC","2025-11-25 06:28:31 UTC","2025-11-25 06:28:39 UTC","2025-11-25 06:28:55 UTC","2025-11-25 06:30:01 UTC","2025-11-25 06:30:03 UTC","2025-11-25 06:30:10 UTC","2025-11-25 06:20:28 UTC","2025-11-25 06:20:40 UTC","2025-11-25 06:20:47 UTC",NA,"2025-11-25 06:20:52 UTC","2025-11-25 06:23:23 UTC","2025-11-25 06:23:33 UTC","2025-11-25 06:24:57 UTC","2025-11-25 06:27:19 UTC","2025-11-25 06:27:29 UTC","2025-11-25 06:27:39 UTC","2025-11-25 06:28:20 UTC","2025-11-25 06:28:32 UTC","2025-11-25 06:28:40 UTC","2025-11-25 06:28:56 UTC","2025-11-25 06:30:12 UTC",NA,NA,"end_normal"
"265b4a12a73457ed93c8730b482660a2","2025-11-25 06:21:43 UTC","2025-11-25 06:24:16 UTC","6628873601","187","Chrome v141, Windows","46.203.160.135","yes","yes","yes","red","red","option_2","option_1","option_2","option_2","option_2","option_2","1980","man","na","2025-11-25 06:21:49 UTC","2025-11-25 06:21:50 UTC","2025-11-25 06:21:54 UTC","2025-11-25 06:21:57 UTC","2025-11-25 06:22:00 UTC","2025-11-25 06:22:08 UTC","2025-11-25 06:22:12 UTC","2025-11-25 06:22:15 UTC","2025-11-25 06:22:18 UTC","2025-11-25 06:22:21 UTC","2025-11-25 06:22:24 UTC","2025-11-25 06:23:49 UTC","2025-11-25 06:22:46 UTC","2025-11-25 06:22:49 UTC","2025-11-25 06:21:43 UTC","2025-11-25 06:21:47 UTC","2025-11-25 06:21:51 UTC",NA,"2025-11-25 06:21:55 UTC","2025-11-25 06:21:58 UTC","2025-11-25 06:22:01 UTC","2025-11-25 06:22:04 UTC","2025-11-25 06:22:06 UTC","2025-11-25 06:22:09 UTC","2025-11-25 06:22:13 UTC","2025-11-25 06:22:16 UTC","2025-11-25 06:22:19 UTC","2025-11-25 06:22:22 UTC","2025-11-25 06:22:24 UTC","2025-11-25 06:23:50 UTC",NA,NA,"end_normal"
"9dc9c9067057898f34f10cabc98ee293","2025-11-25 06:18:47 UTC","2025-11-25 06:21:06 UTC","5688701780","261","Chrome v141, Windows","46.203.160.75","yes","yes","yes","red","red","option_3","option_2","option_1","option_3","option_2","option_2","1994","man","na","2025-11-25 06:19:23 UTC","2025-11-25 06:19:24 UTC","2025-11-25 06:19:28 UTC","2025-11-25 06:19:39 UTC","2025-11-25 06:19:43 UTC","2025-11-25 06:19:54 UTC","2025-11-25 06:19:58 UTC","2025-11-25 06:20:01 UTC","2025-11-25 06:20:08 UTC","2025-11-25 06:20:12 UTC","2025-11-25 06:20:15 UTC","2025-11-25 06:20:35 UTC","2025-11-25 06:20:38 UTC","2025-11-25 06:20:42 UTC","2025-11-25 06:18:47 UTC","2025-11-25 06:19:18 UTC","2025-11-25 06:19:25 UTC",NA,"2025-11-25 06:19:29 UTC","2025-11-25 06:19:40 UTC","2025-11-25 06:19:44 UTC","2025-11-25 06:19:47 UTC","2025-11-25 06:19:50 UTC","2025-11-25 06:19:55 UTC","2025-11-25 06:19:58 UTC","2025-11-25 06:20:05 UTC","2025-11-25 06:20:09 UTC","2025-11-25 06:20:12 UTC","2025-11-25 06:20:16 UTC","2025-11-25 06:20:42 UTC",NA,NA,"end_normal"
"7c33d11d70cd8d656a99a922ff5a9f52","2025-11-25 06:21:04 UTC","2025-11-25 06:24:25 UTC","9234163772","442","Chrome v142, Unknown","67.168.45.16","yes","yes","yes","red","red","option_3","option_3","option_3","option_2","option_2","option_3","1980","woman","The ""What year were you born"" only goes back to 1980.","2025-11-25 06:21:12 UTC","2025-11-25 06:21:14 UTC","2025-11-25 06:21:17 UTC","2025-11-25 06:21:28 UTC","2025-11-25 06:21:34 UTC","2025-11-25 06:21:55 UTC","2025-11-25 06:22:01 UTC","2025-11-25 06:22:06 UTC","2025-11-25 06:22:16 UTC","2025-11-25 06:22:24 UTC","2025-11-25 06:22:36 UTC","2025-11-25 06:23:14 UTC","2025-11-25 06:23:05 UTC","2025-11-25 06:24:01 UTC","2025-11-25 06:21:04 UTC","2025-11-25 06:21:09 UTC","2025-11-25 06:21:15 UTC",NA,"2025-11-25 06:21:18 UTC","2025-11-25 06:21:31 UTC","2025-11-25 06:21:35 UTC","2025-11-25 06:21:45 UTC","2025-11-25 06:21:48 UTC","2025-11-25 06:21:57 UTC","2025-11-25 06:22:02 UTC","2025-11-25 06:22:07 UTC","2025-11-25 06:22:17 UTC","2025-11-25 06:22:25 UTC","2025-11-25 06:22:37 UTC","2025-11-25 06:24:03 UTC",NA,NA,"end_normal"
"9bf1d498dd00c5fecf4a4d2c0273f8cb","2025-11-25 07:25:18 UTC","2025-11-25 07:28:04 UTC","3729538526","336","Firefox v145, Windows","108.208.201.179","yes","yes","yes","red","blue","option_2","option_3","option_3","option_2","option_1","option_1","1986","man","n/a","2025-11-25 07:25:24 UTC","2025-11-25 07:25:25 UTC","2025-11-25 07:25:27 UTC","2025-11-25 07:25:37 UTC","2025-11-25 07:25:40 UTC","2025-11-25 07:26:44 UTC","2025-11-25 07:26:49 UTC","2025-11-25 07:27:01 UTC","2025-11-25 07:27:08 UTC","2025-11-25 07:27:22 UTC","2025-11-25 07:27:28 UTC","2025-11-25 07:27:36 UTC","2025-11-25 07:27:37 UTC","2025-11-25 07:27:42 UTC","2025-11-25 07:25:18 UTC","2025-11-25 07:25:22 UTC","2025-11-25 07:25:26 UTC",NA,"2025-11-25 07:25:28 UTC","2025-11-25 07:25:38 UTC","2025-11-25 07:25:41 UTC","2025-11-25 07:26:23 UTC","2025-11-25 07:26:28 UTC","2025-11-25 07:26:45 UTC","2025-11-25 07:26:52 UTC","2025-11-25 07:27:02 UTC","2025-11-25 07:27:09 UTC","2025-11-25 07:27:22 UTC","2025-11-25 07:27:29 UTC","2025-11-25 07:27:43 UTC",NA,NA,"end_normal"
"39792a87b922d2bde1bc96b88a3855a7","2025-11-25 07:25:47 UTC","2025-11-25 07:33:47 UTC","1289285315","359","Chrome v134, Windows","86.109.84.143","yes","yes","yes","red","red","option_2","option_2","option_2","option_2","option_1","option_3","1980","woman","no","2025-11-25 07:26:05 UTC","2025-11-25 07:26:07 UTC","2025-11-25 07:26:14 UTC","2025-11-25 07:26:30 UTC","2025-11-25 07:26:44 UTC","2025-11-25 07:28:53 UTC","2025-11-25 07:29:21 UTC","2025-11-25 07:29:29 UTC","2025-11-25 07:29:35 UTC","2025-11-25 07:29:54 UTC","2025-11-25 07:30:01 UTC","2025-11-25 07:33:01 UTC","2025-11-25 07:32:42 UTC","2025-11-25 07:32:56 UTC","2025-11-25 07:25:47 UTC","2025-11-25 07:25:58 UTC","2025-11-25 07:26:08 UTC",NA,"2025-11-25 07:26:14 UTC","2025-11-25 07:26:32 UTC","2025-11-25 07:26:50 UTC","2025-11-25 07:27:07 UTC","2025-11-25 07:27:11 UTC","2025-11-25 07:28:58 UTC","2025-11-25 07:29:22 UTC","2025-11-25 07:29:30 UTC","2025-11-25 07:29:39 UTC","2025-11-25 07:29:55 UTC","2025-11-25 07:31:18 UTC","2025-11-25 07:33:15 UTC",NA,NA,"end_normal"
"983a617b486b5ed5480aa346d3ff16e9","2025-11-25 07:03:38 UTC","2025-11-25 07:07:12 UTC","2209176455","25","Chrome v142, Windows","157.131.101.254","yes","yes","yes","red","blue","option_3","option_3","option_2","option_3","option_3","option_1","2005","man","N/A","2025-11-25 07:03:49 UTC","2025-11-25 07:03:50 UTC","2025-11-25 07:03:52 UTC","2025-11-25 07:03:57 UTC","2025-11-25 07:04:00 UTC","2025-11-25 07:04:21 UTC","2025-11-25 07:04:28 UTC","2025-11-25 07:04:37 UTC","2025-11-25 07:04:43 UTC","2025-11-25 07:04:46 UTC","2025-11-25 07:04:56 UTC","2025-11-25 07:05:01 UTC","2025-11-25 07:05:03 UTC","2025-11-25 07:05:07 UTC","2025-11-25 07:03:38 UTC","2025-11-25 07:03:47 UTC","2025-11-25 07:03:51 UTC",NA,"2025-11-25 07:03:53 UTC","2025-11-25 07:03:58 UTC","2025-11-25 07:04:00 UTC","2025-11-25 07:04:10 UTC","2025-11-25 07:04:12 UTC","2025-11-25 07:04:23 UTC","2025-11-25 07:04:29 UTC","2025-11-25 07:04:38 UTC","2025-11-25 07:04:43 UTC","2025-11-25 07:04:48 UTC","2025-11-25 07:04:57 UTC","2025-11-25 07:06:45 UTC",NA,NA,"end_normal"
"9b3a598b2396a83eccedca7d9e0a6104","2025-11-25 06:24:27 UTC","2025-11-25 06:29:05 UTC","9611838650","421","Chrome v142, Windows","216.145.66.163","yes","yes","yes","red","red","option_2","option_3","option_2","option_2","option_2","option_1","1980","man","everything in the study was good i enjoyed seeing all the different devices the only problem with the study is i was born in 1976 and the drop down arrow wouldnt go below 1980","2025-11-25 06:24:31 UTC","2025-11-25 06:24:32 UTC","2025-11-25 06:24:37 UTC","2025-11-25 06:24:44 UTC","2025-11-25 06:24:49 UTC","2025-11-25 06:25:46 UTC","2025-11-25 06:25:53 UTC","2025-11-25 06:26:02 UTC","2025-11-25 06:26:14 UTC","2025-11-25 06:26:23 UTC","2025-11-25 06:26:32 UTC","2025-11-25 06:26:46 UTC","2025-11-25 06:26:48 UTC","2025-11-25 06:28:23 UTC","2025-11-25 06:24:27 UTC","2025-11-25 06:24:29 UTC","2025-11-25 06:24:34 UTC",NA,"2025-11-25 06:24:39 UTC","2025-11-25 06:24:46 UTC","2025-11-25 06:24:52 UTC","2025-11-25 06:25:02 UTC","2025-11-25 06:25:15 UTC","2025-11-25 06:25:48 UTC","2025-11-25 06:25:56 UTC","2025-11-25 06:26:06 UTC","2025-11-25 06:26:17 UTC","2025-11-25 06:26:26 UTC","2025-11-25 06:26:34 UTC","2025-11-25 06:28:42 UTC",NA,NA,"end_normal"
"72c81f1e94c2779aa772ebce97e9c8a8","2025-11-25 07:00:44 UTC","2025-11-25 07:03:21 UTC","4822965322","215","Chrome v142, Mac OS X","73.169.117.139","yes","yes","yes","red","blue","option_2","option_2","option_3","option_1","option_1","option_1","1997","woman","none","2025-11-25 07:00:48 UTC","2025-11-25 07:00:49 UTC","2025-11-25 07:00:54 UTC","2025-11-25 07:00:58 UTC","2025-11-25 07:01:02 UTC","2025-11-25 07:01:44 UTC","2025-11-25 07:01:49 UTC","2025-11-25 07:01:56 UTC","2025-11-25 07:02:10 UTC","2025-11-25 07:02:41 UTC","2025-11-25 07:02:45 UTC","2025-11-25 07:02:50 UTC","2025-11-25 07:02:52 UTC","2025-11-25 07:02:57 UTC","2025-11-25 07:00:44 UTC","2025-11-25 07:00:46 UTC","2025-11-25 07:00:50 UTC",NA,"2025-11-25 07:00:55 UTC","2025-11-25 07:00:59 UTC","2025-11-25 07:01:03 UTC","2025-11-25 07:01:37 UTC","2025-11-25 07:01:40 UTC","2025-11-25 07:01:45 UTC","2025-11-25 07:01:51 UTC","2025-11-25 07:01:57 UTC","2025-11-25 07:02:11 UTC","2025-11-25 07:02:41 UTC","2025-11-25 07:02:45 UTC","2025-11-25 07:02:58 UTC",NA,NA,"end_normal"
"ac02864221974efe89083e23fba67690","2025-11-25 07:38:15 UTC","2025-11-25 07:40:42 UTC","7742632725","155","Chrome v142, Android","162.247.208.126","yes","yes","yes","red","blue","option_1","option_3","option_2","option_2","option_3","option_2","1980","man","No implants","2025-11-25 07:38:21 UTC","2025-11-25 07:38:23 UTC","2025-11-25 07:38:27 UTC","2025-11-25 07:38:34 UTC","2025-11-25 07:38:37 UTC","2025-11-25 07:39:07 UTC","2025-11-25 07:39:18 UTC","2025-11-25 07:39:23 UTC","2025-11-25 07:39:29 UTC","2025-11-25 07:39:34 UTC","2025-11-25 07:39:37 UTC","2025-11-25 07:39:48 UTC","2025-11-25 07:39:50 UTC","2025-11-25 07:40:15 UTC","2025-11-25 07:38:15 UTC","2025-11-25 07:38:20 UTC","2025-11-25 07:38:25 UTC",NA,"2025-11-25 07:38:27 UTC","2025-11-25 07:38:34 UTC","2025-11-25 07:38:37 UTC","2025-11-25 07:38:55 UTC","2025-11-25 07:38:58 UTC","2025-11-25 07:39:08 UTC","2025-11-25 07:39:19 UTC","2025-11-25 07:39:24 UTC","2025-11-25 07:39:30 UTC","2025-11-25 07:39:34 UTC","2025-11-25 07:39:38 UTC","2025-11-25 07:40:16 UTC",NA,NA,"end_normal"
"5784e11c4f9d681ae3060f8730caf16d","2025-11-25 07:23:37 UTC","2025-11-25 07:25:58 UTC","6115755242","331","Firefox v145, Linux","47.160.93.61","yes","yes","yes","red","red","option_3","option_2","option_2","option_2","option_1","option_2","2002","man","Yes, It was a fun little survey that gauges the interest in RFID technologies. ","2025-11-25 07:23:41 UTC","2025-11-25 07:23:42 UTC","2025-11-25 07:23:46 UTC","2025-11-25 07:23:51 UTC","2025-11-25 07:23:57 UTC","2025-11-25 07:24:21 UTC","2025-11-25 07:24:25 UTC","2025-11-25 07:24:36 UTC","2025-11-25 07:24:43 UTC","2025-11-25 07:24:45 UTC","2025-11-25 07:24:50 UTC","2025-11-25 07:24:57 UTC","2025-11-25 07:24:58 UTC","2025-11-25 07:25:35 UTC","2025-11-25 07:23:37 UTC","2025-11-25 07:23:39 UTC","2025-11-25 07:23:44 UTC",NA,"2025-11-25 07:23:47 UTC","2025-11-25 07:23:55 UTC","2025-11-25 07:23:58 UTC","2025-11-25 07:24:12 UTC","2025-11-25 07:24:14 UTC","2025-11-25 07:24:22 UTC","2025-11-25 07:24:31 UTC","2025-11-25 07:24:38 UTC","2025-11-25 07:24:43 UTC","2025-11-25 07:24:46 UTC","2025-11-25 07:24:52 UTC","2025-11-25 07:25:38 UTC",NA,NA,"end_normal"
"5b4626a23084462863f94e987e963e30","2025-11-25 07:04:46 UTC","2025-11-25 07:14:01 UTC","8787469256","309","Chrome v142, Windows","172.58.49.144","yes","yes","yes","red","red","option_3","option_3","option_3","option_1","option_1","option_3","1980","woman","nothing at the moment ","2025-11-25 07:05:04 UTC","2025-11-25 07:05:15 UTC","2025-11-25 07:06:56 UTC","2025-11-25 07:07:13 UTC","2025-11-25 07:07:28 UTC","2025-11-25 07:09:02 UTC","2025-11-25 07:09:14 UTC","2025-11-25 07:09:40 UTC","2025-11-25 07:09:48 UTC","2025-11-25 07:10:01 UTC","2025-11-25 07:10:09 UTC","2025-11-25 07:12:32 UTC","2025-11-25 07:10:44 UTC","2025-11-25 07:10:59 UTC","2025-11-25 07:04:46 UTC","2025-11-25 07:04:59 UTC","2025-11-25 07:05:17 UTC",NA,"2025-11-25 07:06:56 UTC","2025-11-25 07:07:13 UTC","2025-11-25 07:07:29 UTC","2025-11-25 07:07:50 UTC","2025-11-25 07:07:59 UTC","2025-11-25 07:09:05 UTC","2025-11-25 07:09:17 UTC","2025-11-25 07:09:42 UTC","2025-11-25 07:09:52 UTC","2025-11-25 07:10:03 UTC","2025-11-25 07:10:10 UTC","2025-11-25 07:12:38 UTC",NA,NA,"end_normal"
"1b2a8b34bab6129b8581c432030abfdf","2025-11-25 06:26:18 UTC","2025-11-25 06:29:27 UTC","3365374100","414","Safari v18, iOS","99.151.33.194","yes","yes","yes","red","red","option_3","option_3","option_2","option_1","option_1","option_1","1994","man","N/a","2025-11-25 06:26:41 UTC","2025-11-25 06:26:43 UTC","2025-11-25 06:26:48 UTC","2025-11-25 06:27:02 UTC","2025-11-25 06:27:07 UTC","2025-11-25 06:27:46 UTC","2025-11-25 06:27:58 UTC","2025-11-25 06:28:06 UTC","2025-11-25 06:28:17 UTC","2025-11-25 06:28:23 UTC","2025-11-25 06:28:37 UTC","2025-11-25 06:28:47 UTC","2025-11-25 06:28:50 UTC","2025-11-25 06:29:02 UTC","2025-11-25 06:26:18 UTC","2025-11-25 06:26:32 UTC","2025-11-25 06:26:45 UTC",NA,"2025-11-25 06:26:49 UTC","2025-11-25 06:27:03 UTC","2025-11-25 06:27:07 UTC","2025-11-25 06:27:26 UTC","2025-11-25 06:27:34 UTC","2025-11-25 06:27:48 UTC","2025-11-25 06:27:59 UTC","2025-11-25 06:28:07 UTC","2025-11-25 06:28:19 UTC","2025-11-25 06:28:28 UTC","2025-11-25 06:28:39 UTC","2025-11-25 06:29:04 UTC",NA,NA,"end_normal"
"1f5a193809f683a8b3b4b98055be2aea","2025-11-25 06:30:04 UTC","2025-11-25 06:33:42 UTC","6096022646","332","Chrome v142, Windows","172.56.183.17","yes","yes","yes","red","red","option_2","option_3","option_2","option_2","option_2","option_1","1982","man","everything went good","2025-11-25 06:30:14 UTC","2025-11-25 06:30:17 UTC","2025-11-25 06:30:32 UTC","2025-11-25 06:30:51 UTC","2025-11-25 06:30:59 UTC","2025-11-25 06:32:08 UTC","2025-11-25 06:32:12 UTC","2025-11-25 06:32:24 UTC","2025-11-25 06:32:32 UTC","2025-11-25 06:32:36 UTC","2025-11-25 06:32:41 UTC","2025-11-25 06:32:48 UTC","2025-11-25 06:32:53 UTC","2025-11-25 06:33:13 UTC","2025-11-25 06:30:04 UTC","2025-11-25 06:30:11 UTC","2025-11-25 06:30:19 UTC",NA,"2025-11-25 06:30:33 UTC","2025-11-25 06:30:54 UTC","2025-11-25 06:31:01 UTC","2025-11-25 06:31:20 UTC","2025-11-25 06:31:47 UTC","2025-11-25 06:32:09 UTC","2025-11-25 06:32:13 UTC","2025-11-25 06:32:29 UTC","2025-11-25 06:32:33 UTC","2025-11-25 06:32:38 UTC","2025-11-25 06:32:43 UTC","2025-11-25 06:33:15 UTC",NA,NA,"end_normal"
"485e8edb596590c5b0e11de33437afb9","2025-11-25 06:33:39 UTC","2025-11-25 06:35:33 UTC","5007709225","300","Chrome v142, Mac OS X","172.117.205.201","yes","yes","yes","red","red","option_2","option_1","option_1","option_1","option_2","option_2","1982","man","all good thanks","2025-11-25 06:34:01 UTC","2025-11-25 06:34:02 UTC","2025-11-25 06:34:05 UTC","2025-11-25 06:34:08 UTC","2025-11-25 06:34:11 UTC","2025-11-25 06:34:31 UTC","2025-11-25 06:34:37 UTC","2025-11-25 06:34:46 UTC","2025-11-25 06:34:50 UTC","2025-11-25 06:34:55 UTC","2025-11-25 06:34:59 UTC","2025-11-25 06:35:05 UTC","2025-11-25 06:35:07 UTC","2025-11-25 06:35:11 UTC","2025-11-25 06:33:39 UTC","2025-11-25 06:33:59 UTC","2025-11-25 06:34:03 UTC",NA,"2025-11-25 06:34:06 UTC","2025-11-25 06:34:09 UTC","2025-11-25 06:34:11 UTC","2025-11-25 06:34:19 UTC","2025-11-25 06:34:23 UTC","2025-11-25 06:34:32 UTC","2025-11-25 06:34:40 UTC","2025-11-25 06:34:46 UTC","2025-11-25 06:34:50 UTC","2025-11-25 06:34:55 UTC","2025-11-25 06:34:59 UTC","2025-11-25 06:35:12 UTC",NA,NA,"end_normal"
"5ee743ed71f72b2181da1d4376b4fa1b","2025-11-25 06:34:22 UTC","2025-11-25 06:40:32 UTC","2080971161","281","Chrome v134, Windows","113.20.55.14","yes","yes","yes","red","red","option_3","option_3","option_3","option_2","option_3","option_2","1991","woman","N/A","2025-11-25 06:34:59 UTC","2025-11-25 06:35:00 UTC","2025-11-25 06:35:07 UTC","2025-11-25 06:35:12 UTC","2025-11-25 06:35:23 UTC","2025-11-25 06:36:20 UTC","2025-11-25 06:39:00 UTC","2025-11-25 06:39:08 UTC","2025-11-25 06:39:17 UTC","2025-11-25 06:39:33 UTC","2025-11-25 06:39:49 UTC","2025-11-25 06:39:56 UTC","2025-11-25 06:39:59 UTC","2025-11-25 06:40:02 UTC","2025-11-25 06:34:22 UTC","2025-11-25 06:34:55 UTC","2025-11-25 06:35:04 UTC",NA,"2025-11-25 06:35:08 UTC","2025-11-25 06:35:19 UTC","2025-11-25 06:35:24 UTC","2025-11-25 06:36:01 UTC","2025-11-25 06:36:04 UTC","2025-11-25 06:36:22 UTC","2025-11-25 06:39:01 UTC","2025-11-25 06:39:09 UTC","2025-11-25 06:39:18 UTC","2025-11-25 06:39:35 UTC","2025-11-25 06:39:50 UTC","2025-11-25 06:40:03 UTC",NA,NA,"end_normal"
"987c067bdbdc7d3b047e111e2119b054","2025-11-25 06:29:30 UTC","2025-11-25 06:33:38 UTC","5419299439","417","Chrome v141, Unknown","172.58.245.22","yes","yes","yes","red","red","option_3","option_1","option_1","option_2","option_2","option_1","1980","woman","nope","2025-11-25 06:29:53 UTC","2025-11-25 06:29:54 UTC","2025-11-25 06:29:59 UTC","2025-11-25 06:30:07 UTC","2025-11-25 06:30:11 UTC","2025-11-25 06:31:09 UTC","2025-11-25 06:31:25 UTC","2025-11-25 06:31:32 UTC","2025-11-25 06:31:50 UTC","2025-11-25 06:32:05 UTC","2025-11-25 06:32:13 UTC","2025-11-25 06:32:28 UTC","2025-11-25 06:32:32 UTC","2025-11-25 06:32:45 UTC","2025-11-25 06:29:30 UTC","2025-11-25 06:29:38 UTC","2025-11-25 06:29:55 UTC",NA,"2025-11-25 06:30:00 UTC","2025-11-25 06:30:08 UTC","2025-11-25 06:30:12 UTC","2025-11-25 06:30:34 UTC","2025-11-25 06:30:37 UTC","2025-11-25 06:31:11 UTC","2025-11-25 06:31:26 UTC","2025-11-25 06:31:38 UTC","2025-11-25 06:31:51 UTC","2025-11-25 06:32:06 UTC","2025-11-25 06:32:14 UTC","2025-11-25 06:32:48 UTC",NA,NA,"end_normal"
"65e5ba13e85149a34eb3ed075518727e","2025-11-25 06:31:50 UTC","2025-11-25 06:33:40 UTC","2465904348","112","Chrome v142, Windows","174.62.216.119","yes","yes","yes","red","red","option_1","option_2","option_3","option_2","option_3","option_3","1980","man","none","2025-11-25 06:31:56 UTC","2025-11-25 06:31:59 UTC","2025-11-25 06:32:12 UTC","2025-11-25 06:32:16 UTC","2025-11-25 06:32:24 UTC","2025-11-25 06:32:33 UTC","2025-11-25 06:32:36 UTC","2025-11-25 06:32:41 UTC","2025-11-25 06:32:44 UTC","2025-11-25 06:32:47 UTC","2025-11-25 06:32:50 UTC","2025-11-25 06:33:03 UTC","2025-11-25 06:33:08 UTC","2025-11-25 06:33:13 UTC","2025-11-25 06:31:50 UTC","2025-11-25 06:31:53 UTC","2025-11-25 06:32:00 UTC",NA,"2025-11-25 06:32:13 UTC","2025-11-25 06:32:21 UTC","2025-11-25 06:32:24 UTC","2025-11-25 06:32:27 UTC","2025-11-25 06:32:29 UTC","2025-11-25 06:32:34 UTC","2025-11-25 06:32:37 UTC","2025-11-25 06:32:42 UTC","2025-11-25 06:32:44 UTC","2025-11-25 06:32:48 UTC","2025-11-25 06:32:50 UTC","2025-11-25 06:33:13 UTC",NA,NA,"end_normal"
"d213b4c68f58484d25209b3f4aa1737d","2025-11-25 06:32:04 UTC","2025-11-25 06:34:12 UTC","2302022310","370","Chrome v142, Windows","174.78.5.65","yes","yes","yes","red","red","option_2","option_1","option_1","option_3","option_2","option_3","1990","man","None","2025-11-25 06:32:08 UTC","2025-11-25 06:32:09 UTC","2025-11-25 06:32:12 UTC","2025-11-25 06:32:25 UTC","2025-11-25 06:32:28 UTC","2025-11-25 06:32:45 UTC","2025-11-25 06:32:52 UTC","2025-11-25 06:32:59 UTC","2025-11-25 06:33:03 UTC","2025-11-25 06:33:06 UTC","2025-11-25 06:33:09 UTC","2025-11-25 06:33:13 UTC","2025-11-25 06:33:15 UTC","2025-11-25 06:33:51 UTC","2025-11-25 06:32:04 UTC","2025-11-25 06:32:06 UTC","2025-11-25 06:32:10 UTC",NA,"2025-11-25 06:32:12 UTC","2025-11-25 06:32:26 UTC","2025-11-25 06:32:28 UTC","2025-11-25 06:32:35 UTC","2025-11-25 06:32:37 UTC","2025-11-25 06:32:47 UTC","2025-11-25 06:32:53 UTC","2025-11-25 06:33:00 UTC","2025-11-25 06:33:04 UTC","2025-11-25 06:33:07 UTC","2025-11-25 06:33:09 UTC","2025-11-25 06:33:52 UTC",NA,NA,"end_normal"
